"","countrycode","country","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI"
"463","VNM","Viet Nam",0.605181535366995,0.49050021908041,3.86511739739879,3.9279445103144,3.78830927691141,3.8078699255679,3.76835836274085,3.85113638982703,3.87069703848351,3.83118547565647
"464","VUT","Vanuatu",NA,0.499980204875923,NA,3.66045760002472,NA,NA,NA,3.59520660806816,3.61084390348806,3.5793208979641
"465","WeAf","Western Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","WeAs","Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","WeEu","Western Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","WLD","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","WLF","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","WSM","Samoa",NA,0.464669243895559,NA,3.64845377429718,NA,NA,NA,3.58058536126043,3.59634348192217,3.56457494116252
"471","YEM","Yemen",0.617392564747138,0.503851886924174,3.57728848667374,3.64094191419774,3.51215266853063,3.54647280490358,3.47661267059688,3.57580609605463,3.61012623242758,3.54026609812088
"472","ZAF","South Africa",0.775414367572497,0.45139432596569,3.66002461047604,3.85877991243795,3.60029191160468,3.65223162173988,3.5455059601994,3.79904721356659,3.85098692370179,3.74426126216131
"473","ZMB","Zambia",0.738654360675486,0.510709915981566,3.5500027928106,3.6923956159421,3.50869300291583,3.57474243928498,3.43797057118538,3.65108582604733,3.71713526241648,3.58036339431689
"474","ZWE","Zimbabwe",0.691942408917317,0.524019878347306,3.52486800005251,3.6269617322301,3.47785623898356,3.54077263409792,3.41071400953081,3.57994997116115,3.6428663662755,3.51280774170839
"475","KSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
