GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,CountryYear,Comments
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,WPR,Western Pacific,,SLB,Solomon Islands,,AGE25-PLUS,25+,,MLE,Male,,123.4 [118.4-128.5],123.4,118.4,128.5,Solomon Islands2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,SLB,Solomon Islands,,AGE25-PLUS,25+,,MLE,Male,,123.5 [118.5-128.6],123.5,118.5,128.6,Solomon Islands2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,SLB,Solomon Islands,,AGE25-PLUS,25+,,MLE,Male,,123.6 [118.4-128.9],123.6,118.4,128.9,Solomon Islands2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,SLB,Solomon Islands,,AGE25-PLUS,25+,,MLE,Male,,123.8 [118.2-129.3],123.8,118.2,129.3,Solomon Islands2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.4 [120.1-136.7],128.4,120.1,136.7,Somalia1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.2 [120.4-136.1],128.2,120.4,136.1,Somalia1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.1 [120.6-135.5],128.1,120.6,135.5,Somalia1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.0 [120.6-135.2],128,120.6,135.2,Somalia1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.0 [120.6-135.1],128,120.6,135.1,Somalia1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.0 [120.7-135.2],128,120.7,135.2,Somalia1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.1 [120.6-135.3],128.1,120.6,135.3,Somalia1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.1 [120.6-135.4],128.1,120.6,135.4,Somalia1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.3 [121.2-135.5],128.3,121.2,135.5,Somalia1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.5 [121.5-135.5],128.5,121.5,135.5,Somalia2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.7 [121.8-135.7],128.7,121.8,135.7,Somalia2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,128.9 [122.1-135.8],128.9,122.1,135.8,Somalia2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,130.8 [123.4-138.2],130.8,123.4,138.2,Somalia2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,EMR,Eastern Mediterranean,,SOM,Somalia,,AGE25-PLUS,25+,,MLE,Male,,131.2 [123.4-139.2],131.2,123.4,139.2,Somalia2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,AFR,Africa,,MLI,Mali,,AGE25-PLUS,25+,,FMLE,Female,,125.0 [117.7-132.1],125,117.7,132.1,Mali2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,133.2 [127.5-139.1],133.2,127.5,139.1,South Africa1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,132.2 [128.6-135.7],132.2,128.6,135.7,South Africa1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,132.0 [128.6-135.4],132,128.6,135.4,South Africa1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,131.9 [128.6-135.2],131.9,128.6,135.2,South Africa1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,131.7 [128.6-134.9],131.7,128.6,134.9,South Africa1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,130.6 [127.5-133.6],130.6,127.5,133.6,South Africa1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,130.3 [127.3-133.3],130.3,127.3,133.3,South Africa1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,130.0 [126.9-133.1],130,126.9,133.1,South Africa1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,129.8 [126.8-132.9],129.8,126.8,132.9,South Africa1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,129.9 [126.8-133.1],129.9,126.8,133.1,South Africa2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,130.2 [127.1-133.3],130.2,127.1,133.3,South Africa2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,130.6 [127.5-133.7],130.6,127.5,133.7,South Africa2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,131.0 [127.7-134.1],131,127.7,134.1,South Africa2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,AFR,Africa,,ZAF,South Africa,,AGE25-PLUS,25+,,MLE,Male,,131.4 [128.1-134.7],131.4,128.1,134.7,South Africa2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,123.7 [117.1-130.3],123.7,117.1,130.3,Republic of Korea1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,123.7 [117.8-129.5],123.7,117.8,129.5,Republic of Korea1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,123.6 [118.4-128.9],123.6,118.4,128.9,Republic of Korea1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,123.6 [118.7-128.4],123.6,118.7,128.4,Republic of Korea1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,124.6 [120.6-128.7],124.6,120.6,128.7,Republic of Korea1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.0 [120.9-129.0],125,120.9,129,Republic of Korea1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.3 [121.3-129.3],125.3,121.3,129.3,Republic of Korea1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.5 [121.6-129.5],125.5,121.6,129.5,Republic of Korea1992,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.9 [122.3-129.5],125.9,122.3,129.5,Republic of Korea1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.9 [122.6-129.4],125.9,122.6,129.4,Republic of Korea1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.9 [122.8-129.2],125.9,122.8,129.2,Republic of Korea1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,126.0 [122.9-129.0],126,122.9,129,Republic of Korea2000,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,125.9 [123.0-128.8],125.9,123,128.8,Republic of Korea2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,124.9 [121.0-128.7],124.9,121,128.7,Republic of Korea2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,124.5 [120.0-128.9],124.5,120,128.9,Republic of Korea2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2008,2008,,WPR,Western Pacific,,KOR,Republic of Korea,,AGE25-PLUS,25+,,MLE,Male,,124.2 [118.8-129.4],124.2,118.8,129.4,Republic of Korea2008,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EUR,Europe,,MLT,Malta,,AGE25-PLUS,25+,,MLE,Male,,133.7 [125.7-141.9],133.7,125.7,141.9,Malta2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,135.6 [131.9-139.4],135.6,131.9,139.4,Spain1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,135.0 [131.6-138.4],135,131.6,138.4,Spain1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,134.5 [131.3-137.7],134.5,131.3,137.7,Spain1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1987,1987,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,134.1 [131.2-137.2],134.1,131.2,137.2,Spain1987,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1993,1993,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,132.7 [129.5-135.8],132.7,129.5,135.8,Spain1993,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1994,1994,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,132.5 [129.3-135.6],132.5,129.3,135.6,Spain1994,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1995,1995,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,132.3 [129.1-135.4],132.3,129.1,135.4,Spain1995,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,132.2 [129.1-135.3],132.2,129.1,135.3,Spain1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2001,2001,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,131.9 [129.2-134.5],131.9,129.2,134.5,Spain2001,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2002,2002,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,131.8 [129.2-134.4],131.8,129.2,134.4,Spain2002,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2003,2003,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,131.8 [129.1-134.4],131.8,129.1,134.4,Spain2003,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,EUR,Europe,,ESP,Spain,,AGE25-PLUS,25+,,MLE,Male,,131.8 [128.9-134.5],131.8,128.9,134.5,Spain2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2009,2009,,EUR,Europe,,MLT,Malta,,AGE25-PLUS,25+,,FMLE,Female,,126.4 [116.7-135.5],126.4,116.7,135.5,Malta2009,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1980,1980,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,125.5 [115.9-135.2],125.5,115.9,135.2,Sri Lanka1980,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1981,1981,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,125.4 [116.4-134.2],125.4,116.4,134.2,Sri Lanka1981,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1982,1982,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,125.3 [116.9-133.4],125.3,116.9,133.4,Sri Lanka1982,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1988,1988,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,124.6 [118.1-131.0],124.6,118.1,131,Sri Lanka1988,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,124.7 [118.2-131.0],124.7,118.2,131,Sri Lanka1989,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,124.7 [118.2-131.0],124.7,118.2,131,Sri Lanka1990,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,124.7 [118.2-131.0],124.7,118.2,131,Sri Lanka1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,125.5 [119.0-132.0],125.5,119,132,Sri Lanka1996,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,125.7 [119.4-132.2],125.7,119.4,132.2,Sri Lanka1997,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,126.0 [119.7-132.3],126,119.7,132.3,Sri Lanka1998,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,126.2 [120.1-132.4],126.2,120.1,132.4,Sri Lanka1999,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,127.6 [122.6-132.5],127.6,122.6,132.5,Sri Lanka2004,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,127.9 [122.9-132.8],127.9,122.9,132.8,Sri Lanka2005,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,128.1 [123.1-133.2],128.1,123.1,133.2,Sri Lanka2006,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,LKA,Sri Lanka,,AGE25-PLUS,25+,,MLE,Male,,128.4 [123.2-133.8],128.4,123.2,133.8,Sri Lanka2007,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1983,1983,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.7 [119.8-135.6],127.7,119.8,135.6,Sudan1983,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1984,1984,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.7 [120.0-135.2],127.7,120,135.2,Sudan1984,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1985,1985,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.5 [120.2-134.9],127.5,120.2,134.9,Sudan1985,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1986,1986,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.5 [120.2-134.7],127.5,120.2,134.7,Sudan1986,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1991,1991,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.7 [120.1-134.9],127.7,120.1,134.9,Sudan1991,
BP_05,Mean systolic blood pressure (crude estimate),http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2387,PUBLISHED,Published,,1992,1992,,EMR,Eastern Mediterranean,,SDN,Sudan,,AGE25-PLUS,25+,,MLE,Male,,127.7 [120.2-135.0],127.7,120.2,135,Sudan1992,
