"","AreaName","ElementName","ItemName","Value","VegOrMeat"
"48167","Gambia","Food supply (kcal/capita/day)","Palm Oil",208,"Veg"
"48169","Nigeria","Food supply (kcal/capita/day)","Palm Oil",130,"Veg"
"48172","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Palm Oil",98,"Veg"
"48174","Bangladesh","Food supply (kcal/capita/day)","Palm Oil",71,"Veg"
"48183","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Palm Oil",58,"Veg"
"48184","Slovenia","Food supply (kcal/capita/day)","Palm Oil",4,"Veg"
"48185","Togo","Food supply (kcal/capita/day)","Palm Oil",98,"Veg"
"48187","Somalia","Food supply (kcal/capita/day)","Palm Oil",69,"Veg"
"48193","Zambia","Food supply (kcal/capita/day)","Palm Oil",55,"Veg"
"48199","European Union","Food supply (kcal/capita/day)","Palm Oil",40,"Veg"
"48217","Melanesia","Food supply (kcal/capita/day)","Palm Oil",17,"Veg"
"48220","Kuwait","Food supply (kcal/capita/day)","Palm Oil",111,"Veg"
"48223","Kenya","Food supply (kcal/capita/day)","Palm Oil",113,"Veg"
"48235","Southern Europe","Food supply (kcal/capita/day)","Palm Oil",14,"Veg"
"48237","Austria","Food supply (kcal/capita/day)","Palm Oil",20,"Veg"
"48239","Western Africa","Food supply (kcal/capita/day)","Palm Oil",119,"Veg"
"48242","Finland","Food supply (kcal/capita/day)","Palm Oil",23,"Veg"
"48249","Guyana","Food supply (kcal/capita/day)","Palm Oil",2,"Veg"
"48258","Angola","Food supply (kcal/capita/day)","Palm Oil",72,"Veg"
"48260","Germany","Food supply (kcal/capita/day)","Palm Oil",61,"Veg"
"48265","Malaysia","Food supply (kcal/capita/day)","Palm Oil",158,"Veg"
"48268","Azerbaijan","Food supply (kcal/capita/day)","Palm Oil",0,"Veg"
"48270","Norway","Food supply (kcal/capita/day)","Palm Oil",56,"Veg"
"48272","Sao Tome and Principe","Food supply (kcal/capita/day)","Palm Oil",60,"Veg"
"48273","South-Eastern Asia","Food supply (kcal/capita/day)","Palm Oil",65,"Veg"
"48274","Pakistan","Food supply (kcal/capita/day)","Palm Oil",161,"Veg"
"48292","Nepal","Food supply (kcal/capita/day)","Palm Oil",19,"Veg"
"48313","Jordan","Food supply (kcal/capita/day)","Palm Oil",156,"Veg"
"48314","Oceania","Food supply (kcal/capita/day)","Palm Oil",87,"Veg"
"48317","Sweden","Food supply (kcal/capita/day)","Palm Oil",228,"Veg"
"48327","Comoros","Food supply (kcal/capita/day)","Palm Oil",120,"Veg"
"48329","Southern Africa","Food supply (kcal/capita/day)","Palm Oil",21,"Veg"
"48334","Northern Europe","Food supply (kcal/capita/day)","Palm Oil",43,"Veg"
"48340","Congo","Food supply (kcal/capita/day)","Palm Oil",176,"Veg"
"48345","Mauritius","Food supply (kcal/capita/day)","Palm Oil",11,"Veg"
"48351","Ethiopia","Food supply (kcal/capita/day)","Palm Oil",46,"Veg"
"48357","Western Asia","Food supply (kcal/capita/day)","Palm Oil",102,"Veg"
"48361","China, Taiwan Province of","Food supply (kcal/capita/day)","Palm Oil",75,"Veg"
"48362","Colombia","Food supply (kcal/capita/day)","Palm Oil",234,"Veg"
"48365","South America","Food supply (kcal/capita/day)","Palm Oil",67,"Veg"
"48369","Greece","Food supply (kcal/capita/day)","Palm Oil",0,"Veg"
"48374","Senegal","Food supply (kcal/capita/day)","Palm Oil",67,"Veg"
"48377","Solomon Islands","Food supply (kcal/capita/day)","Palm Oil",54,"Veg"
"48382","Turkey","Food supply (kcal/capita/day)","Palmkernel Oil",23,"Veg"
"48387","Germany","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48390","Western Europe","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48396","Cameroon","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48398","New Zealand","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48402","Peru","Food supply (kcal/capita/day)","Palmkernel Oil",8,"Veg"
"48407","Oceania","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48408","Togo","Food supply (kcal/capita/day)","Palmkernel Oil",70,"Veg"
"48416","Congo","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48417","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Palmkernel Oil",4,"Veg"
"48418","Gambia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48427","Least Developed Countries","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48431","Gabon","Food supply (kcal/capita/day)","Palmkernel Oil",6,"Veg"
"48438","Ghana","Food supply (kcal/capita/day)","Palmkernel Oil",11,"Veg"
"48440","Republic of Korea","Food supply (kcal/capita/day)","Palmkernel Oil",4,"Veg"
"48441","China, Macao SAR","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48449","Americas","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48453","Southern Europe","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48458","Armenia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48460","Eritrea","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48462","Egypt","Food supply (kcal/capita/day)","Palmkernel Oil",4,"Veg"
"48463","Portugal","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48464","Israel","Food supply (kcal/capita/day)","Palmkernel Oil",5,"Veg"
"48468","World","Food supply (kcal/capita/day)","Palmkernel Oil",7,"Veg"
"48470","Spain","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48471","Mauritius","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48475","Burkina Faso","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48477","Djibouti","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48478","Northern Africa","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48480","Guinea-Bissau","Food supply (kcal/capita/day)","Palmkernel Oil",58,"Veg"
"48482","Central African Republic","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48484","SUSAAF","Food supply (kcal/capita/day)","Palmkernel Oil",19.0109901014342,"Veg"
"48486","South Africa","Food supply (kcal/capita/day)","Palmkernel Oil",7,"Veg"
"48490","Jordan","Food supply (kcal/capita/day)","Palmkernel Oil",5,"Veg"
"48498","Poland","Food supply (kcal/capita/day)","Palmkernel Oil",11,"Veg"
"48502","Liberia","Food supply (kcal/capita/day)","Palmkernel Oil",29,"Veg"
"48503","Colombia","Food supply (kcal/capita/day)","Palmkernel Oil",28,"Veg"
"48510","Costa Rica","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48512","Solomon Islands","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48513","SOASIA","Food supply (kcal/capita/day)","Palmkernel Oil",0.45723080596643,"Veg"
"48516","Western Africa","Food supply (kcal/capita/day)","Palmkernel Oil",46,"Veg"
"48519","Netherlands","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48521","Northern Europe","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48524","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48527","Comoros","Food supply (kcal/capita/day)","Palmkernel Oil",10,"Veg"
"48532","Uganda","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48533","Sierra Leone","Food supply (kcal/capita/day)","Palmkernel Oil",45,"Veg"
"48534","Italy","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48538","HIGHIN","Food supply (kcal/capita/day)","Palmkernel Oil",2.95419979721437,"Veg"
"48540","Barbados","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48551","Small Island Developing States","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48555","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48561","Mozambique","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48564","CALACA","Food supply (kcal/capita/day)","Palmkernel Oil",6.67628753204367,"Veg"
"48568","Fiji","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48571","South America","Food supply (kcal/capita/day)","Palmkernel Oil",5,"Veg"
"48575","Switzerland","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48579","Rwanda","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48580","Namibia","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48583","Southern Africa","Food supply (kcal/capita/day)","Palmkernel Oil",6,"Veg"
"48585","Suriname","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48587","European Union","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48591","Northern America","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48593","China, mainland","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48594","Iraq","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48596","Thailand","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48606","Denmark","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48608","Asia","Food supply (kcal/capita/day)","Palmkernel Oil",6,"Veg"
"48616","Indonesia","Food supply (kcal/capita/day)","Palmkernel Oil",62,"Veg"
"48617","Bahamas","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48620","Canada","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48625","SOTRLA","Food supply (kcal/capita/day)","Palmkernel Oil",0.545831320207755,"Veg"
"48630","United Kingdom","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48635","Montenegro","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48637","Ecuador","Food supply (kcal/capita/day)","Palmkernel Oil",16,"Veg"
"48660","China, Taiwan Province of","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48663","Cambodia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48668","Mauritania","Food supply (kcal/capita/day)","Palmkernel Oil",30,"Veg"
"48671","Europe","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48680","Melanesia","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48685","Malawi","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48686","Ethiopia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48691","South-Eastern Asia","Food supply (kcal/capita/day)","Palmkernel Oil",32,"Veg"
"48697","Eastern Africa","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48698","Burundi","Food supply (kcal/capita/day)","Palmkernel Oil",12,"Veg"
"48699","Mali","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48704","Sweden","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48711","Sao Tome and Principe","Food supply (kcal/capita/day)","Palmkernel Oil",50,"Veg"
"48717","Land Locked Developing Countries","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48727","Republic of Moldova","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48734","Western Asia","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48737","United Republic of Tanzania","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48742","Seychelles","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48743","CEEAEU","Food supply (kcal/capita/day)","Palmkernel Oil",1.29877646915238,"Veg"
"48745","Kuwait","Food supply (kcal/capita/day)","Palmkernel Oil",12,"Veg"
"48749","Belgium","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48751","Philippines","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48752","Côte d'Ivoire","Food supply (kcal/capita/day)","Palmkernel Oil",28,"Veg"
"48755","Angola","Food supply (kcal/capita/day)","Palmkernel Oil",8,"Veg"
"48757","Myanmar","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48763","Brazil","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48764","Australia & New Zealand","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48768","Southern Asia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48774","CANAME","Food supply (kcal/capita/day)","Palmkernel Oil",4.99290985330534,"Veg"
"48775","Caribbean","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48778","United States of America","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48786","Middle Africa","Food supply (kcal/capita/day)","Palmkernel Oil",6,"Veg"
"48787","Nepal","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48792","Pakistan","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48796","Trinidad and Tobago","Food supply (kcal/capita/day)","Palmkernel Oil",8,"Veg"
"48803","Central America","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48804","Greece","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48808","Eastern Asia","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48816","Sri Lanka","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48830","Malaysia","Food supply (kcal/capita/day)","Palmkernel Oil",101,"Veg"
"48831","Niger","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48833","Japan","Food supply (kcal/capita/day)","Palmkernel Oil",12,"Veg"
"48842","ESEASP","Food supply (kcal/capita/day)","Palmkernel Oil",30.9268845375317,"Veg"
"48853","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Palmkernel Oil",11,"Veg"
"48860","Kenya","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48864","Mongolia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48867","Ireland","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48868","Zimbabwe","Food supply (kcal/capita/day)","Palmkernel Oil",2,"Veg"
"48869","Benin","Food supply (kcal/capita/day)","Palmkernel Oil",19,"Veg"
"48880","Zambia","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48890","France","Food supply (kcal/capita/day)","Palmkernel Oil",5,"Veg"
"48892","Africa","Food supply (kcal/capita/day)","Palmkernel Oil",16,"Veg"
"48896","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Palmkernel Oil",3,"Veg"
"48899","Eastern Europe","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48906","Yemen","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48907","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Palmkernel Oil",9,"Veg"
"48911","Guinea","Food supply (kcal/capita/day)","Palmkernel Oil",11,"Veg"
"48916","Hungary","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48917","Paraguay","Food supply (kcal/capita/day)","Palmkernel Oil",22,"Veg"
"48924","China","Food supply (kcal/capita/day)","Palmkernel Oil",1,"Veg"
"48926","Jamaica","Food supply (kcal/capita/day)","Palmkernel Oil",0,"Veg"
"48928","Guatemala","Food supply (kcal/capita/day)","Palmkernel Oil",28,"Veg"
"48930","Saudi Arabia","Food supply (kcal/capita/day)","Palmkernel Oil",8,"Veg"
"48938","Nigeria","Food supply (kcal/capita/day)","Palmkernel Oil",75,"Veg"
"48946","France","Food supply (kcal/capita/day)","Peas",4,"Veg"
"48953","Germany","Food supply (kcal/capita/day)","Peas",6,"Veg"
"48955","Gambia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"48961","Lithuania","Food supply (kcal/capita/day)","Peas",47,"Veg"
"48968","French Polynesia","Food supply (kcal/capita/day)","Peas",1,"Veg"
"48981","Tunisia","Food supply (kcal/capita/day)","Peas",13,"Veg"
"48983","Comoros","Food supply (kcal/capita/day)","Peas",1,"Veg"
"48987","Bulgaria","Food supply (kcal/capita/day)","Peas",1,"Veg"
"48990","Burkina Faso","Food supply (kcal/capita/day)","Peas",0,"Veg"
"48992","Southern Africa","Food supply (kcal/capita/day)","Peas",3,"Veg"
"48995","Polynesia","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49008","Senegal","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49009","Honduras","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49011","Jordan","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49028","Sao Tome and Principe","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49034","SUSAAF","Food supply (kcal/capita/day)","Peas",5.40228049759591,"Veg"
"49042","Oceania","Food supply (kcal/capita/day)","Peas",23,"Veg"
"49055","Indonesia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49057","Republic of Korea","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49060","Mongolia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49066","ESEASP","Food supply (kcal/capita/day)","Peas",2.656466245599,"Veg"
"49077","Algeria","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49080","Portugal","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49082","Djibouti","Food supply (kcal/capita/day)","Peas",91,"Veg"
"49083","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49089","New Zealand","Food supply (kcal/capita/day)","Peas",24,"Veg"
"49090","Japan","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49096","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49102","Nicaragua","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49112","Egypt","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49116","Cameroon","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49117","Suriname","Food supply (kcal/capita/day)","Peas",13,"Veg"
"49120","Hungary","Food supply (kcal/capita/day)","Peas",23,"Veg"
"49134","Serbia","Food supply (kcal/capita/day)","Peas",42,"Veg"
"49136","Southern Europe","Food supply (kcal/capita/day)","Peas",19,"Veg"
"49138","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Peas",5,"Veg"
"49142","Austria","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49143","Zambia","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49144","Jamaica","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49150","Dominican Republic","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49162","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Peas",5,"Veg"
"49163","Uganda","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49182","Asia","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49183","Iceland","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49185","Small Island Developing States","Food supply (kcal/capita/day)","Peas",6,"Veg"
"49186","Maldives","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49193","Russian Federation","Food supply (kcal/capita/day)","Peas",17,"Veg"
"49195","Central America","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49203","Romania","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49205","South Africa","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49210","Kyrgyzstan","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49211","Americas","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49214","Northern Africa","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49215","Congo","Food supply (kcal/capita/day)","Peas",13,"Veg"
"49216","Belize","Food supply (kcal/capita/day)","Peas",49,"Veg"
"49218","Ethiopia","Food supply (kcal/capita/day)","Peas",26,"Veg"
"49228","Northern Europe","Food supply (kcal/capita/day)","Peas",17,"Veg"
"49235","Kazakhstan","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49240","Chile","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49244","Italy","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49247","Brazil","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49252","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49255","China, Hong Kong SAR","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49257","Solomon Islands","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49260","Haiti","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49261","Burundi","Food supply (kcal/capita/day)","Peas",47,"Veg"
"49268","Barbados","Food supply (kcal/capita/day)","Peas",22,"Veg"
"49272","Northern America","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49277","Saudi Arabia","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49286","Argentina","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49289","SOASIA","Food supply (kcal/capita/day)","Peas",9.63518813150648,"Veg"
"49292","Netherlands","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49294","European Union","Food supply (kcal/capita/day)","Peas",12,"Veg"
"49304","Colombia","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49308","Côte d'Ivoire","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49313","Swaziland","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49318","Israel","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49320","South America","Food supply (kcal/capita/day)","Peas",5,"Veg"
"49321","Nepal","Food supply (kcal/capita/day)","Peas",6,"Veg"
"49327","Central African Republic","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49328","Costa Rica","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49330","United Kingdom","Food supply (kcal/capita/day)","Peas",18,"Veg"
"49332","Poland","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49333","Libya","Food supply (kcal/capita/day)","Peas",9,"Veg"
"49335","Albania","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49350","United Arab Emirates","Food supply (kcal/capita/day)","Peas",42,"Veg"
"49361","Guinea","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49363","Land Locked Developing Countries","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49370","Tajikistan","Food supply (kcal/capita/day)","Peas",12,"Veg"
"49377","Denmark","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49389","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49394","Togo","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49396","Eastern Europe","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49398","Namibia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49399","Kiribati","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49403","China, mainland","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49413","El Salvador","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49415","New Caledonia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49417","CANAME","Food supply (kcal/capita/day)","Peas",3.21283002491544,"Veg"
"49421","SOTRLA","Food supply (kcal/capita/day)","Peas",2.01108980553207,"Veg"
"49422","Pakistan","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49424","Finland","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49430","Madagascar","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49436","Brunei Darussalam","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49451","Sierra Leone","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49456","Spain","Food supply (kcal/capita/day)","Peas",43,"Veg"
"49458","Malta","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49460","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49461","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49463","China, Taiwan Province of","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49465","Niger","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49469","Rwanda","Food supply (kcal/capita/day)","Peas",26,"Veg"
"49472","Sudan (former)","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49476","Cyprus","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49479","Philippines","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49481","Mauritania","Food supply (kcal/capita/day)","Peas",28,"Veg"
"49483","Gabon","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49484","Estonia","Food supply (kcal/capita/day)","Peas",41,"Veg"
"49485","Lebanon","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49487","Caribbean","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49489","Australia & New Zealand","Food supply (kcal/capita/day)","Peas",22,"Veg"
"49491","United Republic of Tanzania","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49494","Saint Lucia","Food supply (kcal/capita/day)","Peas",21,"Veg"
"49496","Dominica","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49502","Sri Lanka","Food supply (kcal/capita/day)","Peas",15,"Veg"
"49507","Sweden","Food supply (kcal/capita/day)","Peas",12,"Veg"
"49513","Syrian Arab Republic","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49515","Benin","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49516","Bangladesh","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49520","Guatemala","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49529","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49531","Western Africa","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49533","Slovakia","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49543","Nigeria","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49548","China, Macao SAR","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49550","China","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49554","Mauritius","Food supply (kcal/capita/day)","Peas",31,"Veg"
"49559","Africa","Food supply (kcal/capita/day)","Peas",5,"Veg"
"49563","Ireland","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49576","Morocco","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49586","Western Asia","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49588","Kuwait","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49591","Thailand","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49592","HIGHIN","Food supply (kcal/capita/day)","Peas",6.66861071315685,"Veg"
"49596","Micronesia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49612","Eastern Africa","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49620","Slovenia","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49630","Mali","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49631","Paraguay","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49634","Guyana","Food supply (kcal/capita/day)","Peas",44,"Veg"
"49635","Fiji","Food supply (kcal/capita/day)","Peas",76,"Veg"
"49637","Europe","Food supply (kcal/capita/day)","Peas",13,"Veg"
"49640","Australia","Food supply (kcal/capita/day)","Peas",22,"Veg"
"49646","Central Asia","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49655","Seychelles","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49666","Norway","Food supply (kcal/capita/day)","Peas",32,"Veg"
"49667","Kenya","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49668","United States of America","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49684","Antigua and Barbuda","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49688","Melanesia","Food supply (kcal/capita/day)","Peas",35,"Veg"
"49693","Ghana","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49696","Zimbabwe","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49697","Turkey","Food supply (kcal/capita/day)","Peas",2,"Veg"
