"","AreaName","ElementName","ItemName","Value","VegOrMeat"
"49502","Sri Lanka","Food supply (kcal/capita/day)","Peas",15,"Veg"
"49507","Sweden","Food supply (kcal/capita/day)","Peas",12,"Veg"
"49513","Syrian Arab Republic","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49515","Benin","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49516","Bangladesh","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49520","Guatemala","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49529","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49531","Western Africa","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49533","Slovakia","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49543","Nigeria","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49548","China, Macao SAR","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49550","China","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49554","Mauritius","Food supply (kcal/capita/day)","Peas",31,"Veg"
"49559","Africa","Food supply (kcal/capita/day)","Peas",5,"Veg"
"49563","Ireland","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49576","Morocco","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49586","Western Asia","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49588","Kuwait","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49591","Thailand","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49592","HIGHIN","Food supply (kcal/capita/day)","Peas",6.66861071315685,"Veg"
"49596","Micronesia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49612","Eastern Africa","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49620","Slovenia","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49630","Mali","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49631","Paraguay","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49634","Guyana","Food supply (kcal/capita/day)","Peas",44,"Veg"
"49635","Fiji","Food supply (kcal/capita/day)","Peas",76,"Veg"
"49637","Europe","Food supply (kcal/capita/day)","Peas",13,"Veg"
"49640","Australia","Food supply (kcal/capita/day)","Peas",22,"Veg"
"49646","Central Asia","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49655","Seychelles","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49666","Norway","Food supply (kcal/capita/day)","Peas",32,"Veg"
"49667","Kenya","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49668","United States of America","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49684","Antigua and Barbuda","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49688","Melanesia","Food supply (kcal/capita/day)","Peas",35,"Veg"
"49693","Ghana","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49696","Zimbabwe","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49697","Turkey","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49704","Eastern Asia","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49705","Peru","Food supply (kcal/capita/day)","Peas",20,"Veg"
"49706","CALACA","Food supply (kcal/capita/day)","Peas",5.27550496019522,"Veg"
"49709","Greece","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49710","Botswana","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49711","Myanmar","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49712","Lesotho","Food supply (kcal/capita/day)","Peas",22,"Veg"
"49734","Croatia","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49751","Czech Republic","Food supply (kcal/capita/day)","Peas",18,"Veg"
"49755","Belgium","Food supply (kcal/capita/day)","Peas",11,"Veg"
"49762","Malawi","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49778","Grenada","Food supply (kcal/capita/day)","Peas",9,"Veg"
"49779","Yemen","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49781","India","Food supply (kcal/capita/day)","Peas",16,"Veg"
"49783","Montenegro","Food supply (kcal/capita/day)","Peas",20,"Veg"
"49789","Ukraine","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49792","CEEAEU","Food supply (kcal/capita/day)","Peas",14.3456001708672,"Veg"
"49800","Canada","Food supply (kcal/capita/day)","Peas",16,"Veg"
"49805","Bahamas","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49806","Republic of Moldova","Food supply (kcal/capita/day)","Peas",10,"Veg"
"49813","Cambodia","Food supply (kcal/capita/day)","Peas",0,"Veg"
"49830","Malaysia","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49839","Ecuador","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49840","Western Europe","Food supply (kcal/capita/day)","Peas",6,"Veg"
"49848","Middle Africa","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49852","South-Eastern Asia","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49861","Eritrea","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49867","Iraq","Food supply (kcal/capita/day)","Peas",3,"Veg"
"49868","Cabo Verde","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49870","Serbia and Montenegro","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49873","World","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49875","Trinidad and Tobago","Food supply (kcal/capita/day)","Peas",31,"Veg"
"49880","Switzerland","Food supply (kcal/capita/day)","Peas",12,"Veg"
"49883","Panama","Food supply (kcal/capita/day)","Peas",4,"Veg"
"49886","Least Developed Countries","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49887","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Peas",8,"Veg"
"49888","Uruguay","Food supply (kcal/capita/day)","Peas",7,"Veg"
"49893","Southern Asia","Food supply (kcal/capita/day)","Peas",14,"Veg"
"49896","Mexico","Food supply (kcal/capita/day)","Peas",1,"Veg"
"49898","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Peas",2,"Veg"
"49905","Kazakhstan","Food supply (kcal/capita/day)","Pelagic Fish",5,"nonveg"
"49913","Trinidad and Tobago","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"49916","Guatemala","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"49917","Mali","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"49920","ESEASP","Food supply (kcal/capita/day)","Pelagic Fish",24.7083367827119,"nonveg"
"49921","Tunisia","Food supply (kcal/capita/day)","Pelagic Fish",21,"nonveg"
"49922","Uruguay","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"49934","Cambodia","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"49937","Philippines","Food supply (kcal/capita/day)","Pelagic Fish",35,"nonveg"
"49938","South Africa","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"49943","Egypt","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"49944","India","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"49946","Kyrgyzstan","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"49954","Ukraine","Food supply (kcal/capita/day)","Pelagic Fish",18,"nonveg"
"49966","Solomon Islands","Food supply (kcal/capita/day)","Pelagic Fish",33,"nonveg"
"49972","Switzerland","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"49989","Czech Republic","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"49990","China, Hong Kong SAR","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"49991","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50011","SUSAAF","Food supply (kcal/capita/day)","Pelagic Fish",7.24914462009534,"nonveg"
"50012","Bangladesh","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50016","France","Food supply (kcal/capita/day)","Pelagic Fish",18,"nonveg"
"50017","Bulgaria","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50023","Melanesia","Food supply (kcal/capita/day)","Pelagic Fish",54,"nonveg"
"50026","Europe","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50029","Bahamas","Food supply (kcal/capita/day)","Pelagic Fish",27,"nonveg"
"50036","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Pelagic Fish",14,"nonveg"
"50038","Finland","Food supply (kcal/capita/day)","Pelagic Fish",37,"nonveg"
"50045","Namibia","Food supply (kcal/capita/day)","Pelagic Fish",18,"nonveg"
"50046","Syrian Arab Republic","Food supply (kcal/capita/day)","Pelagic Fish",4,"nonveg"
"50053","Fiji","Food supply (kcal/capita/day)","Pelagic Fish",68,"nonveg"
"50063","Nicaragua","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50066","Central America","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50074","Dominican Republic","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50075","Gabon","Food supply (kcal/capita/day)","Pelagic Fish",26,"nonveg"
"50083","Eastern Africa","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50084","Russian Federation","Food supply (kcal/capita/day)","Pelagic Fish",19,"nonveg"
"50086","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50095","Sweden","Food supply (kcal/capita/day)","Pelagic Fish",20,"nonveg"
"50096","Guinea","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50098","French Polynesia","Food supply (kcal/capita/day)","Pelagic Fish",55,"nonveg"
"50099","Togo","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50109","Republic of Korea","Food supply (kcal/capita/day)","Pelagic Fish",34,"nonveg"
"50116","Comoros","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50120","Denmark","Food supply (kcal/capita/day)","Pelagic Fish",55,"nonveg"
"50123","Libya","Food supply (kcal/capita/day)","Pelagic Fish",19,"nonveg"
"50136","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50139","Caribbean","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50153","Austria","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50156","Liberia","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50163","Guinea-Bissau","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50168","Lesotho","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50179","Mongolia","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50183","Northern Europe","Food supply (kcal/capita/day)","Pelagic Fish",21,"nonveg"
"50197","Sao Tome and Principe","Food supply (kcal/capita/day)","Pelagic Fish",41,"nonveg"
"50201","Armenia","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50210","Senegal","Food supply (kcal/capita/day)","Pelagic Fish",32,"nonveg"
"50215","Benin","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50217","Honduras","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50222","Madagascar","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50223","China, Macao SAR","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50224","Georgia","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50225","Cameroon","Food supply (kcal/capita/day)","Pelagic Fish",19,"nonveg"
"50226","China","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50235","Spain","Food supply (kcal/capita/day)","Pelagic Fish",27,"nonveg"
"50237","Swaziland","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50239","Western Asia","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50244","Antigua and Barbuda","Food supply (kcal/capita/day)","Pelagic Fish",23,"nonveg"
"50249","United Republic of Tanzania","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50251","Canada","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50256","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50262","Pakistan","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50266","Rwanda","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50271","Central African Republic","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50273","Burkina Faso","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50274","Portugal","Food supply (kcal/capita/day)","Pelagic Fish",28,"nonveg"
"50275","Jordan","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50282","Sierra Leone","Food supply (kcal/capita/day)","Pelagic Fish",42,"nonveg"
"50285","Malta","Food supply (kcal/capita/day)","Pelagic Fish",37,"nonveg"
"50289","Mauritania","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50290","China, mainland","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50294","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Pelagic Fish",5,"nonveg"
"50308","Iraq","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50309","Mozambique","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50310","Panama","Food supply (kcal/capita/day)","Pelagic Fish",20,"nonveg"
"50314","Indonesia","Food supply (kcal/capita/day)","Pelagic Fish",29,"nonveg"
"50317","Grenada","Food supply (kcal/capita/day)","Pelagic Fish",44,"nonveg"
"50324","Southern Europe","Food supply (kcal/capita/day)","Pelagic Fish",19,"nonveg"
"50326","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50331","Ghana","Food supply (kcal/capita/day)","Pelagic Fish",48,"nonveg"
"50337","Ecuador","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50352","Africa","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50353","United Kingdom","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50356","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50360","Serbia and Montenegro","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50361","Angola","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50366","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50368","Haiti","Food supply (kcal/capita/day)","Pelagic Fish",5,"nonveg"
"50371","Chile","Food supply (kcal/capita/day)","Pelagic Fish",20,"nonveg"
"50374","Djibouti","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50376","Australia","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50383","Asia","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50388","Japan","Food supply (kcal/capita/day)","Pelagic Fish",52,"nonveg"
"50398","Uganda","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50406","Belize","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50410","Hungary","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50413","Americas","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50414","Kuwait","Food supply (kcal/capita/day)","Pelagic Fish",12,"nonveg"
"50422","Tajikistan","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50423","Montenegro","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50438","Poland","Food supply (kcal/capita/day)","Pelagic Fish",24,"nonveg"
"50449","Botswana","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50454","China, Taiwan Province of","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50456","Brunei Darussalam","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50457","Northern America","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50459","Thailand","Food supply (kcal/capita/day)","Pelagic Fish",30,"nonveg"
"50463","Jamaica","Food supply (kcal/capita/day)","Pelagic Fish",18,"nonveg"
"50464","Kiribati","Food supply (kcal/capita/day)","Pelagic Fish",127,"nonveg"
"50474","Saudi Arabia","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50477","Land Locked Developing Countries","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50487","Congo","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50492","Zambia","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50494","Ethiopia","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50503","Turkmenistan","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50504","Luxembourg","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50511","Sudan (former)","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50512","Belgium","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50519","Netherlands","Food supply (kcal/capita/day)","Pelagic Fish",27,"nonveg"
"50520","Morocco","Food supply (kcal/capita/day)","Pelagic Fish",18,"nonveg"
"50527","Micronesia","Food supply (kcal/capita/day)","Pelagic Fish",127,"nonveg"
"50538","Barbados","Food supply (kcal/capita/day)","Pelagic Fish",54,"nonveg"
"50543","SOASIA","Food supply (kcal/capita/day)","Pelagic Fish",0.853977144429247,"nonveg"
"50550","Norway","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50559","Suriname","Food supply (kcal/capita/day)","Pelagic Fish",20,"nonveg"
"50560","El Salvador","Food supply (kcal/capita/day)","Pelagic Fish",5,"nonveg"
"50565","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50571","CANAME","Food supply (kcal/capita/day)","Pelagic Fish",7.1022846451215,"nonveg"
"50572","Zimbabwe","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50576","Iceland","Food supply (kcal/capita/day)","Pelagic Fish",106,"nonveg"
"50584","Seychelles","Food supply (kcal/capita/day)","Pelagic Fish",59,"nonveg"
"50585","Kenya","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50588","Samoa","Food supply (kcal/capita/day)","Pelagic Fish",95,"nonveg"
"50591","Greece","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50596","Nepal","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50606","Brazil","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50611","Malaysia","Food supply (kcal/capita/day)","Pelagic Fish",47,"nonveg"
"50615","Northern Africa","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50624","Eritrea","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50637","Saint Lucia","Food supply (kcal/capita/day)","Pelagic Fish",43,"nonveg"
"50638","Albania","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50642","SOTRLA","Food supply (kcal/capita/day)","Pelagic Fish",3.77886067157869,"nonveg"
"50648","Maldives","Food supply (kcal/capita/day)","Pelagic Fish",259,"nonveg"
"50650","Australia & New Zealand","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50656","United Arab Emirates","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50658","Oceania","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50660","Cyprus","Food supply (kcal/capita/day)","Pelagic Fish",11,"nonveg"
"50662","Bermuda","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50664","Latvia","Food supply (kcal/capita/day)","Pelagic Fish",35,"nonveg"
"50667","Malawi","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50674","Small Island Developing States","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50677","New Caledonia","Food supply (kcal/capita/day)","Pelagic Fish",34,"nonveg"
"50681","HIGHIN","Food supply (kcal/capita/day)","Pelagic Fish",19.5860586928947,"nonveg"
"50700","Colombia","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50702","Chad","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50707","Polynesia","Food supply (kcal/capita/day)","Pelagic Fish",72,"nonveg"
"50708","United States of America","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50709","Côte d'Ivoire","Food supply (kcal/capita/day)","Pelagic Fish",22,"nonveg"
"50712","New Zealand","Food supply (kcal/capita/day)","Pelagic Fish",23,"nonveg"
"50713","Nigeria","Food supply (kcal/capita/day)","Pelagic Fish",12,"nonveg"
"50715","Southern Asia","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50716","Cabo Verde","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50717","Slovenia","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50724","Lebanon","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50728","Azerbaijan","Food supply (kcal/capita/day)","Pelagic Fish",4,"nonveg"
"50734","World","Food supply (kcal/capita/day)","Pelagic Fish",8,"nonveg"
"50739","Germany","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50742","Eastern Europe","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50749","Paraguay","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50750","Niger","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50752","Eastern Asia","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50765","Gambia","Food supply (kcal/capita/day)","Pelagic Fish",33,"nonveg"
"50774","South America","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50778","Italy","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50783","Lithuania","Food supply (kcal/capita/day)","Pelagic Fish",93,"nonveg"
"50786","Croatia","Food supply (kcal/capita/day)","Pelagic Fish",24,"nonveg"
"50795","Sri Lanka","Food supply (kcal/capita/day)","Pelagic Fish",48,"nonveg"
"50796","Yemen","Food supply (kcal/capita/day)","Pelagic Fish",3,"nonveg"
"50797","Southern Africa","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50799","Myanmar","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50811","Mauritius","Food supply (kcal/capita/day)","Pelagic Fish",23,"nonveg"
"50817","Israel","Food supply (kcal/capita/day)","Pelagic Fish",12,"nonveg"
"50818","Western Africa","Food supply (kcal/capita/day)","Pelagic Fish",15,"nonveg"
"50830","Middle Africa","Food supply (kcal/capita/day)","Pelagic Fish",12,"nonveg"
"50836","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50844","Cuba","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50850","European Union","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50856","CALACA","Food supply (kcal/capita/day)","Pelagic Fish",10.2245536425354,"nonveg"
"50857","Uzbekistan","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50866","Somalia","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50867","Guyana","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50875","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Pelagic Fish",4,"nonveg"
"50877","Republic of Moldova","Food supply (kcal/capita/day)","Pelagic Fish",13,"nonveg"
"50882","Costa Rica","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50883","CEEAEU","Food supply (kcal/capita/day)","Pelagic Fish",17.1327424177702,"nonveg"
"50886","South-Eastern Asia","Food supply (kcal/capita/day)","Pelagic Fish",23,"nonveg"
"50897","Central Asia","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50900","Argentina","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50903","Burundi","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50908","Slovakia","Food supply (kcal/capita/day)","Pelagic Fish",9,"nonveg"
"50913","Western Europe","Food supply (kcal/capita/day)","Pelagic Fish",12,"nonveg"
"50915","Peru","Food supply (kcal/capita/day)","Pelagic Fish",27,"nonveg"
"50917","Ireland","Food supply (kcal/capita/day)","Pelagic Fish",17,"nonveg"
"50930","Timor-Leste","Food supply (kcal/capita/day)","Pelagic Fish",1,"nonveg"
"50931","Viet Nam","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50933","Romania","Food supply (kcal/capita/day)","Pelagic Fish",6,"nonveg"
"50941","Estonia","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50948","Serbia","Food supply (kcal/capita/day)","Pelagic Fish",4,"nonveg"
"50949","Vanuatu","Food supply (kcal/capita/day)","Pelagic Fish",70,"nonveg"
"50954","Belarus","Food supply (kcal/capita/day)","Pelagic Fish",16,"nonveg"
"50965","Democratic Republic of the Congo","Food supply (kcal/capita/day)","Pelagic Fish",0,"nonveg"
"50967","Turkey","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50971","Algeria","Food supply (kcal/capita/day)","Pelagic Fish",7,"nonveg"
"50973","Dominica","Food supply (kcal/capita/day)","Pelagic Fish",38,"nonveg"
"50978","Least Developed Countries","Food supply (kcal/capita/day)","Pelagic Fish",2,"nonveg"
"50980","Mexico","Food supply (kcal/capita/day)","Pelagic Fish",10,"nonveg"
"50988","Canada","Food supply (kcal/capita/day)","Pepper",1,"Veg"
"50990","El Salvador","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"50993","Estonia","Food supply (kcal/capita/day)","Pepper",2,"Veg"
"50994","Morocco","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"50996","Netherlands","Food supply (kcal/capita/day)","Pepper",3,"Veg"
"50997","ESEASP","Food supply (kcal/capita/day)","Pepper",1.64207138022216,"Veg"
"50998","Suriname","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51002","Burkina Faso","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51004","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51018","South-Eastern Asia","Food supply (kcal/capita/day)","Pepper",1,"Veg"
"51023","Antigua and Barbuda","Food supply (kcal/capita/day)","Pepper",2,"Veg"
"51026","Saudi Arabia","Food supply (kcal/capita/day)","Pepper",2,"Veg"
"51032","Uganda","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51035","Indonesia","Food supply (kcal/capita/day)","Pepper",2,"Veg"
"51039","Malaysia","Food supply (kcal/capita/day)","Pepper",4,"Veg"
"51054","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51063","Land Locked Developing Countries","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51066","Africa","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51069","Serbia and Montenegro","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51070","Slovenia","Food supply (kcal/capita/day)","Pepper",1,"Veg"
"51071","Jordan","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51073","Nepal","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51075","Guyana","Food supply (kcal/capita/day)","Pepper",1,"Veg"
"51085","Ireland","Food supply (kcal/capita/day)","Pepper",1,"Veg"
"51098","Algeria","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51099","Belarus","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51102","China","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51103","Togo","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51108","Central America","Food supply (kcal/capita/day)","Pepper",0,"Veg"
"51109","Mozambique","Food supply (kcal/capita/day)","Pepper",0,"Veg"
