"CC","Country","Year","Survey","Topic","Table","Indicator","By-Variable","Category","Characteristic","Precision","Value"
"EG","Egypt",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EG","Egypt",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EG","Egypt",2000,"2000 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.4
"EG","Egypt",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.4
"EG","Egypt",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95
"EG","Egypt",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"EG","Egypt",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"EG","Egypt",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EG","Egypt",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EG","Egypt",1995,"1995 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.9
"EG","Egypt",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94.8
"EG","Egypt",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.1
"EG","Egypt",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"EG","Egypt",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"EG","Egypt",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"EG","Egypt",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"EG","Egypt",1992,"1992 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.1
"EG","Egypt",1988,"1988 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.6
"GE","Georgia",2005,"2005 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"GE","Georgia",2005,"2005 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"GE","Georgia",2005,"2005 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"GE","Georgia",2005,"2005 RHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.3
"JO","Jordan",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93.3
"JO","Jordan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"JO","Jordan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"JO","Jordan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"JO","Jordan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,11.7
"JO","Jordan",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.2
"JO","Jordan",2009,"2009 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.8
"JO","Jordan",2009,"2009 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.6
"JO","Jordan",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,93.5
"JO","Jordan",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93.1
"JO","Jordan",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"JO","Jordan",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"JO","Jordan",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"JO","Jordan",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.5
"JO","Jordan",2002,"2002 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94.6
"JO","Jordan",2002,"2002 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.2
"JO","Jordan",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"JO","Jordan",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"JO","Jordan",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"JO","Jordan",2002,"2002 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",2002,"2002 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,13.1
"JO","Jordan",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95
"JO","Jordan",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,94.8
"JO","Jordan",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"JO","Jordan",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"JO","Jordan",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"JO","Jordan",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",1997,"1997 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,11.9
"JO","Jordan",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,94.1
"JO","Jordan",1990,"1990 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,93.8
"JO","Jordan",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"JO","Jordan",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"JO","Jordan",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"JO","Jordan",1990,"1990 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"JO","Jordan",1990,"1990 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.5
"MB","Moldova",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.2
"MB","Moldova",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.5
"MB","Moldova",2005,"2005 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12.1
"MA","Morocco",2003,"2003-04 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.1
"MA","Morocco",2003,"2003-04 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.1
"MA","Morocco",2003,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MA","Morocco",2003,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MA","Morocco",2003,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MA","Morocco",2003,"2003-04 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MA","Morocco",2003,"2003-04 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,14.2
"MA","Morocco",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.2
"MA","Morocco",1992,"1992 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"MA","Morocco",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MA","Morocco",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MA","Morocco",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MA","Morocco",1992,"1992 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MA","Morocco",1992,"1992 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,15.5
"MA","Morocco",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"MA","Morocco",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"MA","Morocco",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"MA","Morocco",1987,"1987 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"MA","Morocco",1987,"1987 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,15
"TN","Tunisia",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TN","Tunisia",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TN","Tunisia",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TN","Tunisia",1988,"1988 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TN","Tunisia",1988,"1988 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,15
"TR","Turkey",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.2
"TR","Turkey",1998,"1998 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"TR","Turkey",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TR","Turkey",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TR","Turkey",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TR","Turkey",1998,"1998 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TR","Turkey",1998,"1998 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,12
"TR","Turkey",1993,"1993 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.8
"TR","Turkey",1993,"1993 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"TR","Turkey",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TR","Turkey",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TR","Turkey",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TR","Turkey",1993,"1993 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TR","Turkey",1993,"1993 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,11.9
"UA","Ukraine",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.1
"UA","Ukraine",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.6
"UA","Ukraine",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UA","Ukraine",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UA","Ukraine",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UA","Ukraine",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UA","Ukraine",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,9.5
"YE","Yemen",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.8
"YE","Yemen",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.7
"YE","Yemen",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"YE","Yemen",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"YE","Yemen",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"YE","Yemen",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"YE","Yemen",1997,"1997 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.8
"YE","Yemen",1991,"1991-92 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.4
"YE","Yemen",1991,"1991-92 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95
"YE","Yemen",1991,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"YE","Yemen",1991,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"YE","Yemen",1991,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"YE","Yemen",1991,"1991-92 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"YE","Yemen",1991,"1991-92 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,15.9
"KK","Kazakhstan",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.4
"KK","Kazakhstan",1999,"1999 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.2
"KK","Kazakhstan",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KK","Kazakhstan",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KK","Kazakhstan",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KK","Kazakhstan",1999,"1999 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KK","Kazakhstan",1999,"1999 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,14.7
"KK","Kazakhstan",1995,"1995 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.9
"KK","Kazakhstan",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KK","Kazakhstan",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KK","Kazakhstan",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KK","Kazakhstan",1995,"1995 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KK","Kazakhstan",1995,"1995 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,13.9
"KY","Kyrgyz Republic",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.7
"KY","Kyrgyz Republic",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.6
"KY","Kyrgyz Republic",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KY","Kyrgyz Republic",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KY","Kyrgyz Republic",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KY","Kyrgyz Republic",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KY","Kyrgyz Republic",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.3
"KY","Kyrgyz Republic",1997,"1997 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.5
"KY","Kyrgyz Republic",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KY","Kyrgyz Republic",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KY","Kyrgyz Republic",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KY","Kyrgyz Republic",1997,"1997 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KY","Kyrgyz Republic",1997,"1997 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.9
"TJ","Tajikistan",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"TJ","Tajikistan",2012,"2012 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.2
"TJ","Tajikistan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TJ","Tajikistan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TJ","Tajikistan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TJ","Tajikistan",2012,"2012 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TJ","Tajikistan",2012,"2012 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,18.9
"TM","Turkmenistan",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.2
"TM","Turkmenistan",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"TM","Turkmenistan",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"TM","Turkmenistan",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"TM","Turkmenistan",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"TM","Turkmenistan",2000,"2000 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"TM","Turkmenistan",2000,"2000 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,16.8
"UZ","Uzbekistan",1996,"1996 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.3
"UZ","Uzbekistan",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"UZ","Uzbekistan",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"UZ","Uzbekistan",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"UZ","Uzbekistan",1996,"1996 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"UZ","Uzbekistan",1996,"1996 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,17.3
"BD","Bangladesh",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.9
"BD","Bangladesh",2011,"2011 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"BD","Bangladesh",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BD","Bangladesh",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BD","Bangladesh",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BD","Bangladesh",2011,"2011 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,99.5
"BD","Bangladesh",2011,"2011 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,31.2
"BD","Bangladesh",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.5
"BD","Bangladesh",2007,"2007 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.8
"BD","Bangladesh",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BD","Bangladesh",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BD","Bangladesh",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BD","Bangladesh",2007,"2007 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BD","Bangladesh",2007,"2007 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,33.2
"BD","Bangladesh",2004,"2004 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,98.3
"BD","Bangladesh",2004,"2004 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,98.1
"BD","Bangladesh",2004,"2004 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,32.4
"BD","Bangladesh",2000,"1999-00 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.3
"BD","Bangladesh",2000,"1999-00 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,97.1
"BD","Bangladesh",2000,"1999-00 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BD","Bangladesh",2000,"1999-00 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BD","Bangladesh",2000,"1999-00 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BD","Bangladesh",2000,"1999-00 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BD","Bangladesh",2000,"1999-00 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,30.5
"BD","Bangladesh",1997,"1996-97 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97.4
"BD","Bangladesh",1997,"1996-97 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.7
"BD","Bangladesh",1997,"1996-97 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BD","Bangladesh",1997,"1996-97 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BD","Bangladesh",1997,"1996-97 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BD","Bangladesh",1997,"1996-97 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"BD","Bangladesh",1994,"1993-94 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.4
"BD","Bangladesh",1994,"1993-94 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"BD","Bangladesh",1994,"1993-94 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"BD","Bangladesh",1994,"1993-94 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"BD","Bangladesh",1994,"1993-94 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KH","Cambodia",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,95.5
"KH","Cambodia",2010,"2010 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,95.3
"KH","Cambodia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KH","Cambodia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KH","Cambodia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KH","Cambodia",2010,"2010 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KH","Cambodia",2010,"2010 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,19.8
"KH","Cambodia",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,97
"KH","Cambodia",2005,"2005 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in five years preceding the survey","Total","Total",1,96.8
"KH","Cambodia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","< 6 months",1,100
"KH","Cambodia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","0-3 months",1,100
"KH","Cambodia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","4-6 months",1,100
"KH","Cambodia",2005,"2005 DHS","Breastfeeding status","Breastfeeding status","Total","","Age","7-9 months",1,100
"KH","Cambodia",2005,"2005 DHS","Median duration and frequency of breastfeeding","Median breastfeeding durations","Any breastfeeding","","Total","Total",1,21
"KH","Cambodia",2000,"2000 DHS","Initial breastfeeding","Time to begin breastfeeding","Ever breastfed","Births in three years preceding the survey","Total","Total",1,96.1
