GHO,PUBLISHSTATE,YEAR,REGION,COUNTRY,AGEGROUP,SEX,Display Value,Numeric,Low,High,order,Comments
NCD_BMI_MEAN,PUBLISHED,1995,WPR,FSM,AGE20-PLUS,FMLE,28.9 [27.4-30.5],28.9,27.4,30.5,8298,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,MNE,AGE20-PLUS,FMLE,25.4 [22.6-28.1],25.4,22.6,28.1,8320,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,MMR,AGE20-PLUS,FMLE,21.0 [19.3-22.7],21,19.3,22.7,8341,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,NPL,AGE20-PLUS,FMLE,19.7 [18.9-20.4],19.7,18.9,20.4,8362,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,NIC,AGE20-PLUS,FMLE,25.9 [25.0-26.7],25.9,25,26.7,8383,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,PRK,AGE20-PLUS,FMLE,21.9 [18.9-24.9],21.9,18.9,24.9,8405,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,PAK,AGE20-PLUS,FMLE,22.7 [21.9-23.4],22.7,21.9,23.4,8427,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,PNG,AGE20-PLUS,FMLE,23.7 [22.3-25.1],23.7,22.3,25.1,8448,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,WSM,AGE20-PLUS,FMLE,30.4 [29.5-31.4],30.4,29.5,31.4,8537,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,SEN,AGE20-PLUS,FMLE,22.8 [22.0-23.4],22.8,22,23.4,8558,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,SLE,AGE20-PLUS,FMLE,22.5 [20.9-24.0],22.5,20.9,24,8579,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,SVN,AGE20-PLUS,FMLE,26.2 [23.4-28.8],26.2,23.4,28.8,8600,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,ZAF,AGE20-PLUS,FMLE,27.7 [27.0-28.5],27.7,27,28.5,8621,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,LKA,AGE20-PLUS,FMLE,22.2 [21.0-23.3],22.2,21,23.3,8643,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,SWZ,AGE20-PLUS,FMLE,27.2 [25.5-28.8],27.2,25.5,28.8,8663,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,SYR,AGE20-PLUS,FMLE,27.3 [26.0-28.6],27.3,26,28.6,8685,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,THA,AGE20-PLUS,FMLE,23.3 [22.7-23.8],23.3,22.7,23.8,8706,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,TON,AGE20-PLUS,FMLE,31.2 [29.6-32.8],31.2,29.6,32.8,8727,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,URY,AGE20-PLUS,FMLE,24.9 [23.2-26.7],24.9,23.2,26.7,8796,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,VEN,AGE20-PLUS,FMLE,26.5 [25.3-27.7],26.5,25.3,27.7,8817,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,ZMB,AGE20-PLUS,FMLE,22.1 [21.5-22.7],22.1,21.5,22.7,8838,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,TUV,AGE20-PLUS,MLE,?,,,,9067,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1995,EUR,SMR,AGE20-PLUS,FMLE,?,,,,9088,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1995,WPR,TUV,AGE20-PLUS,FMLE,?,,,,9093,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1995,EUR,FIN,AGE20-PLUS,MLE,25.9 [25.4-26.3],25.9,25.4,26.3,9113,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,GEO,AGE20-PLUS,MLE,24.6 [22.5-26.8],24.6,22.5,26.8,9135,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,GRC,AGE20-PLUS,MLE,25.4 [24.6-26.2],25.4,24.6,26.2,9157,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,GIN,AGE20-PLUS,MLE,21.6 [19.5-23.7],21.6,19.5,23.7,9178,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,HTI,AGE20-PLUS,MLE,23.0 [20.8-25.2],23,20.8,25.2,9199,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,JOR,AGE20-PLUS,MLE,26.2 [25.5-26.9],26.2,25.5,26.9,9287,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,KIR,AGE20-PLUS,MLE,27.1 [25.9-28.3],27.1,25.9,28.3,9308,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,LAO,AGE20-PLUS,MLE,20.1 [18.6-21.8],20.1,18.6,21.8,9329,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,LSO,AGE20-PLUS,MLE,20.7 [18.4-23.0],20.7,18.4,23,9350,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,LTU,AGE20-PLUS,MLE,25.8 [25.1-26.5],25.8,25.1,26.5,9371,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,MDG,AGE20-PLUS,MLE,21.0 [20.0-22.1],21,20,22.1,9393,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,MDV,AGE20-PLUS,MLE,21.9 [19.7-24.2],21.9,19.7,24.2,9413,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,MHL,AGE20-PLUS,MLE,27.3 [26.3-28.4],27.3,26.3,28.4,9436,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,MEX,AGE20-PLUS,MLE,26.1 [25.5-26.7],26.1,25.5,26.7,9457,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,MNG,AGE20-PLUS,MLE,23.8 [22.9-24.7],23.8,22.9,24.7,9479,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,NIC,AGE20-PLUS,MLE,24.7 [23.2-26.3],24.7,23.2,26.3,9546,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,PRK,AGE20-PLUS,MLE,22.3 [20.0-24.6],22.3,20,24.6,9567,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,PAK,AGE20-PLUS,MLE,21.8 [21.3-22.4],21.8,21.3,22.4,9588,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,PNG,AGE20-PLUS,MLE,23.7 [22.6-24.8],23.7,22.6,24.8,9610,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,PHL,AGE20-PLUS,MLE,22.1 [21.6-22.6],22.1,21.6,22.6,9630,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,QAT,AGE20-PLUS,MLE,26.3 [25.2-27.4],26.3,25.2,27.4,9652,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,RWA,AGE20-PLUS,MLE,21.8 [19.3-24.3],21.8,19.3,24.3,9673,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,VCT,AGE20-PLUS,MLE,24.1 [22.0-26.1],24.1,22,26.1,9694,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,SAU,AGE20-PLUS,MLE,26.4 [26.1-26.8],26.4,26.1,26.8,9715,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,SYC,AGE20-PLUS,MLE,23.9 [23.4-24.4],23.9,23.4,24.4,9737,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,SWZ,AGE20-PLUS,MLE,22.0 [19.7-24.2],22,19.7,24.2,9828,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,SYR,AGE20-PLUS,MLE,25.6 [24.7-26.5],25.6,24.7,26.5,9848,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,THA,AGE20-PLUS,MLE,22.0 [21.6-22.4],22,21.6,22.4,9870,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,TON,AGE20-PLUS,MLE,28.9 [27.7-30.1],28.9,27.7,30.1,9891,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,TUR,AGE20-PLUS,MLE,25.1 [24.5-25.8],25.1,24.5,25.8,9912,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,UGA,AGE20-PLUS,MLE,21.8 [19.5-24.3],21.8,19.5,24.3,9933,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,USA,AGE20-PLUS,MLE,27.2 [26.8-27.6],27.2,26.8,27.6,9954,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,VUT,AGE20-PLUS,MLE,25.2 [24.4-26.0],25.2,24.4,26,9976,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,YEM,AGE20-PLUS,MLE,23.5 [21.4-25.7],23.5,21.4,25.7,9996,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,AZE,AGE20-PLUS,FMLE,26.5 [25.2-27.8],26.5,25.2,27.8,10085,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,BGD,AGE20-PLUS,FMLE,19.0 [18.3-19.7],19,18.3,19.7,10107,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,BEL,AGE20-PLUS,FMLE,25.1 [24.2-25.9],25.1,24.2,25.9,10129,
NCD_BMI_MEAN,PUBLISHED,1995,SEAR,BTN,AGE20-PLUS,FMLE,21.5 [19.6-23.5],21.5,19.6,23.5,10150,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,BWA,AGE20-PLUS,FMLE,24.9 [23.3-26.5],24.9,23.3,26.5,10171,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,BGR,AGE20-PLUS,FMLE,25.4 [23.9-26.8],25.4,23.9,26.8,10193,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,KHM,AGE20-PLUS,FMLE,20.4 [19.3-21.4],20.4,19.3,21.4,10213,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,CPV,AGE20-PLUS,FMLE,22.9 [21.4-24.4],22.9,21.4,24.4,10235,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,CHL,AGE20-PLUS,FMLE,26.0 [24.6-27.3],26,24.6,27.3,10256,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,COM,AGE20-PLUS,FMLE,21.8 [20.8-22.8],21.8,20.8,22.8,10277,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,DOM,AGE20-PLUS,FMLE,24.7 [24.2-25.2],24.7,24.2,25.2,10365,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,EGY,AGE20-PLUS,FMLE,28.0 [27.4-28.5],28,27.4,28.5,10385,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,ERI,AGE20-PLUS,FMLE,19.9 [19.1-20.7],19.9,19.1,20.7,10408,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,FJI,AGE20-PLUS,FMLE,26.5 [25.1-28.0],26.5,25.1,28,10429,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,GAB,AGE20-PLUS,FMLE,23.7 [22.5-24.9],23.7,22.5,24.9,10451,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,GHA,AGE20-PLUS,FMLE,22.4 [21.8-23.0],22.4,21.8,23,10473,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,GTM,AGE20-PLUS,FMLE,24.9 [24.2-25.6],24.9,24.2,25.6,10494,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,GUY,AGE20-PLUS,FMLE,24.7 [21.9-27.5],24.7,21.9,27.5,10515,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,HUN,AGE20-PLUS,FMLE,25.4 [24.3-26.6],25.4,24.3,26.6,10536,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,KEN,AGE20-PLUS,FMLE,22.0 [21.3-22.7],22,21.3,22.7,10624,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,KGZ,AGE20-PLUS,FMLE,25.3 [24.5-26.2],25.3,24.5,26.2,10645,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,LBN,AGE20-PLUS,FMLE,25.9 [25.0-26.8],25.9,25,26.8,10666,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,LBY,AGE20-PLUS,FMLE,27.9 [26.5-29.3],27.9,26.5,29.3,10687,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,MKD,AGE20-PLUS,FMLE,25.1 [23.4-26.7],25.1,23.4,26.7,10708,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,MYS,AGE20-PLUS,FMLE,24.0 [22.9-25.2],24,22.9,25.2,10730,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,MLT,AGE20-PLUS,FMLE,26.4 [24.8-28.0],26.4,24.8,28,10751,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,MUS,AGE20-PLUS,FMLE,24.8 [24.3-25.4],24.8,24.3,25.4,10774,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,MDA,AGE20-PLUS,FMLE,26.7 [25.2-28.2],26.7,25.2,28.2,10795,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,NGA,AGE20-PLUS,FMLE,22.8 [22.2-23.3],22.8,22.2,23.3,10883,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,OMN,AGE20-PLUS,FMLE,26.1 [25.4-26.7],26.1,25.4,26.7,10904,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,PAN,AGE20-PLUS,FMLE,25.8 [24.2-27.3],25.8,24.2,27.3,10925,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,PER,AGE20-PLUS,FMLE,25.6 [25.0-26.1],25.6,25,26.1,10947,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,PRT,AGE20-PLUS,FMLE,25.6 [24.6-26.6],25.6,24.6,26.6,10967,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,RUS,AGE20-PLUS,FMLE,26.4 [26.1-26.8],26.4,26.1,26.8,10989,
NCD_BMI_MEAN,PUBLISHED,1995,AMR,LCA,AGE20-PLUS,FMLE,25.8 [24.1-27.5],25.8,24.1,27.5,11010,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,STP,AGE20-PLUS,FMLE,23.1 [21.4-24.8],23.1,21.4,24.8,11031,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,SRB,AGE20-PLUS,FMLE,25.4 [24.6-26.3],25.4,24.6,26.3,11052,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,SGP,AGE20-PLUS,FMLE,23.4 [22.9-23.9],23.4,22.9,23.9,11074,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,CHE,AGE20-PLUS,FMLE,24.0 [23.1-25.0],24,23.1,25,11164,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,TZA,AGE20-PLUS,FMLE,22.0 [21.4-22.5],22,21.4,22.5,11184,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,TGO,AGE20-PLUS,FMLE,21.3 [20.3-22.4],21.3,20.3,22.4,11206,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,TUN,AGE20-PLUS,FMLE,26.3 [25.3-27.4],26.3,25.3,27.4,11227,
NCD_BMI_MEAN,PUBLISHED,1995,EMR,ARE,AGE20-PLUS,FMLE,28.3 [27.4-29.2],28.3,27.4,29.2,11248,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,UKR,AGE20-PLUS,FMLE,26.0 [24.4-27.6],26,24.4,27.6,11269,
NCD_BMI_MEAN,PUBLISHED,1995,EUR,UZB,AGE20-PLUS,FMLE,24.7 [23.8-25.7],24.7,23.8,25.7,11290,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,VNM,AGE20-PLUS,FMLE,19.8 [19.3-20.2],19.8,19.3,20.2,11312,
NCD_BMI_MEAN,PUBLISHED,1995,AFR,ZWE,AGE20-PLUS,FMLE,24.7 [24.1-25.3],24.7,24.1,25.3,11332,
NCD_BMI_MEAN,PUBLISHED,1995,WPR,NIU,AGE20-PLUS,MLE,?,,,,11529,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1995,EUR,MCO,AGE20-PLUS,FMLE,?,,,,11553,No data available.  Estimate could not be calculated due to lack of covariate data.
NCD_BMI_MEAN,PUBLISHED,1996,EMR,BHR,AGE20-PLUS,MLE,26.0 [25.3-26.7],26,25.3,26.7,88,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,BLR,AGE20-PLUS,MLE,25.1 [22.9-27.3],25.1,22.9,27.3,109,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,BEN,AGE20-PLUS,MLE,21.5 [20.4-22.7],21.5,20.4,22.7,130,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,BIH,AGE20-PLUS,MLE,25.0 [24.1-25.9],25,24.1,25.9,150,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,BRN,AGE20-PLUS,MLE,23.7 [21.4-26.1],23.7,21.4,26.1,172,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,BDI,AGE20-PLUS,MLE,21.4 [19.1-23.9],21.4,19.1,23.9,194,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,CAN,AGE20-PLUS,MLE,26.7 [26.2-27.1],26.7,26.2,27.1,214,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,TCD,AGE20-PLUS,MLE,20.7 [19.2-22.3],20.7,19.2,22.3,235,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,COL,AGE20-PLUS,MLE,23.7 [22.9-24.6],23.7,22.9,24.6,256,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,DMA,AGE20-PLUS,MLE,23.5 [22.3-24.8],23.5,22.3,24.8,345,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,ECU,AGE20-PLUS,MLE,24.7 [23.0-26.4],24.7,23,26.4,368,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,GNQ,AGE20-PLUS,MLE,21.4 [18.9-24.0],21.4,18.9,24,388,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,ETH,AGE20-PLUS,MLE,19.7 [18.4-21.0],19.7,18.4,21,408,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,FRA,AGE20-PLUS,MLE,25.2 [24.6-25.8],25.2,24.6,25.8,430,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,DEU,AGE20-PLUS,MLE,26.4 [26.1-26.7],26.4,26.1,26.7,451,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,GRD,AGE20-PLUS,MLE,24.2 [22.1-26.2],24.2,22.1,26.2,472,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,GNB,AGE20-PLUS,MLE,21.3 [19.2-23.3],21.3,19.2,23.3,494,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,HND,AGE20-PLUS,MLE,24.1 [22.7-25.6],24.1,22.7,25.6,514,
NCD_BMI_MEAN,PUBLISHED,1996,SEAR,IND,AGE20-PLUS,MLE,20.6 [20.2-21.0],20.6,20.2,21,536,
NCD_BMI_MEAN,PUBLISHED,1996,EMR,KWT,AGE20-PLUS,MLE,27.4 [26.8-27.9],27.4,26.8,27.9,626,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,LVA,AGE20-PLUS,MLE,25.3 [24.5-26.1],25.3,24.5,26.1,646,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,LBR,AGE20-PLUS,MLE,21.4 [19.3-23.6],21.4,19.3,23.6,669,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,LUX,AGE20-PLUS,MLE,26.2 [24.8-27.7],26.2,24.8,27.7,689,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,MWI,AGE20-PLUS,MLE,21.1 [20.0-22.2],21.1,20,22.2,710,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,MLI,AGE20-PLUS,MLE,20.8 [19.9-21.7],20.8,19.9,21.7,733,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,MRT,AGE20-PLUS,MLE,21.7 [20.2-23.2],21.7,20.2,23.2,753,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,FSM,AGE20-PLUS,MLE,26.7 [25.6-27.9],26.7,25.6,27.9,773,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,MNE,AGE20-PLUS,MLE,25.7 [23.5-27.8],25.7,23.5,27.8,795,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,NOR,AGE20-PLUS,MLE,25.7 [25.1-26.3],25.7,25.1,26.3,885,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,PLW,AGE20-PLUS,MLE,28.1 [25.9-30.3],28.1,25.9,30.3,907,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,PRY,AGE20-PLUS,MLE,24.5 [22.1-26.9],24.5,22.1,26.9,927,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,POL,AGE20-PLUS,MLE,25.6 [25.0-26.1],25.6,25,26.1,947,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,ROU,AGE20-PLUS,MLE,24.6 [24.1-25.3],24.6,24.1,25.3,970,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,KNA,AGE20-PLUS,MLE,26.6 [25.2-28.0],26.6,25.2,28,991,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,WSM,AGE20-PLUS,MLE,28.2 [27.5-29.0],28.2,27.5,29,1011,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,SEN,AGE20-PLUS,MLE,21.0 [19.6-22.5],21,19.6,22.5,1034,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,SLE,AGE20-PLUS,MLE,21.9 [20.5-23.2],21.9,20.5,23.2,1054,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,SWE,AGE20-PLUS,MLE,25.5 [25.1-25.9],25.5,25.1,25.9,1144,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,TJK,AGE20-PLUS,MLE,23.6 [21.4-25.8],23.6,21.4,25.8,1166,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,GMB,AGE20-PLUS,MLE,20.6 [20.0-21.3],20.6,20,21.3,1186,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,TTO,AGE20-PLUS,MLE,25.2 [24.0-26.4],25.2,24,26.4,1208,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,TKM,AGE20-PLUS,MLE,24.3 [22.1-26.5],24.3,22.1,26.5,1229,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,GBR,AGE20-PLUS,MLE,26.2 [26.0-26.5],26.2,26,26.5,1250,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,URY,AGE20-PLUS,MLE,25.4 [24.2-26.8],25.4,24.2,26.8,1272,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,VEN,AGE20-PLUS,MLE,26.2 [25.2-27.1],26.2,25.2,27.1,1292,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,ZMB,AGE20-PLUS,MLE,20.1 [18.8-21.4],20.1,18.8,21.4,1312,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,ALB,AGE20-PLUS,FMLE,25.0 [23.3-26.7],25,23.3,26.7,1335,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BRB,AGE20-PLUS,FMLE,28.0 [26.9-29.1],28,26.9,29.1,1424,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BLZ,AGE20-PLUS,FMLE,27.7 [26.2-29.0],27.7,26.2,29,1445,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BOL,AGE20-PLUS,FMLE,25.3 [24.5-26.1],25.3,24.5,26.1,1467,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BRA,AGE20-PLUS,FMLE,24.9 [24.5-25.4],24.9,24.5,25.4,1487,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,BFA,AGE20-PLUS,FMLE,20.6 [20.0-21.2],20.6,20,21.2,1509,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,CMR,AGE20-PLUS,FMLE,23.1 [22.4-23.9],23.1,22.4,23.9,1531,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,CAF,AGE20-PLUS,FMLE,20.9 [19.9-22.0],20.9,19.9,22,1551,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,CHN,AGE20-PLUS,FMLE,22.4 [22.1-22.7],22.4,22.1,22.7,1572,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,COG,AGE20-PLUS,FMLE,21.6 [20.7-22.6],21.6,20.7,22.6,1593,
NCD_BMI_MEAN,PUBLISHED,1996,SEAR,TLS,AGE20-PLUS,FMLE,20.9 [18.2-23.7],20.9,18.2,23.7,1683,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,SLV,AGE20-PLUS,FMLE,25.9 [24.7-27.0],25.9,24.7,27,1706,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,EST,AGE20-PLUS,FMLE,24.7 [23.8-25.5],24.7,23.8,25.5,1726,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,FIN,AGE20-PLUS,FMLE,25.3 [24.7-25.8],25.3,24.7,25.8,1746,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,GEO,AGE20-PLUS,FMLE,25.5 [22.8-28.2],25.5,22.8,28.2,1768,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,GRC,AGE20-PLUS,FMLE,24.6 [23.4-25.8],24.6,23.4,25.8,1789,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,GIN,AGE20-PLUS,FMLE,21.4 [20.5-22.4],21.4,20.5,22.4,1810,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,HTI,AGE20-PLUS,FMLE,21.7 [21.0-22.5],21.7,21,22.5,1832,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,ISL,AGE20-PLUS,FMLE,25.1 [23.8-26.3],25.1,23.8,26.3,1852,
NCD_BMI_MEAN,PUBLISHED,1996,EMR,IRN,AGE20-PLUS,FMLE,25.1 [24.4-25.9],25.1,24.4,25.9,1873,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,LAO,AGE20-PLUS,FMLE,20.8 [19.3-22.3],20.8,19.3,22.3,1963,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,LSO,AGE20-PLUS,FMLE,25.9 [25.0-26.9],25.9,25,26.9,1983,
NCD_BMI_MEAN,PUBLISHED,1996,EUR,LTU,AGE20-PLUS,FMLE,25.7 [24.7-26.6],25.7,24.7,26.6,2006,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,MDG,AGE20-PLUS,FMLE,20.5 [19.8-21.3],20.5,19.8,21.3,2026,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,DZA,AGE20-PLUS,MLE,23.4 [22.4-24.5],23.4,22.4,24.5,2063,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,ATG,AGE20-PLUS,MLE,24.7 [22.6-26.8],24.7,22.6,26.8,2084,
NCD_BMI_MEAN,PUBLISHED,1996,WPR,AUS,AGE20-PLUS,MLE,26.4 [26.0-26.7],26.4,26,26.7,2105,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BHS,AGE20-PLUS,MLE,25.8 [23.6-27.9],25.8,23.6,27.9,2127,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BRB,AGE20-PLUS,MLE,25.3 [24.5-26.1],25.3,24.5,26.1,2149,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BLZ,AGE20-PLUS,MLE,25.6 [24.5-26.7],25.6,24.5,26.7,2171,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BOL,AGE20-PLUS,MLE,23.6 [22.0-25.3],23.6,22,25.3,2192,
NCD_BMI_MEAN,PUBLISHED,1996,AMR,BRA,AGE20-PLUS,MLE,24.3 [23.8-24.7],24.3,23.8,24.7,2214,
NCD_BMI_MEAN,PUBLISHED,1996,AFR,BFA,AGE20-PLUS,MLE,20.5 [18.9-22.0],20.5,18.9,22,2234,
