"","ItemName","AreaName","ElementName","Value","CO2RR","CO2SE","note","cal","proteinCO2","protein.cal.CO2","CO2.SE.weighted"
"42538","Oilcrops, Other","Kyrgyzstan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42540","Oilcrops, Other","China, Macao SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42541","Oilcrops, Other","Eastern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42552","Oilcrops, Other","Uruguay","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42554","Oilcrops, Other","Burkina Faso","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42556","Oilcrops, Other","Serbia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42561","Oilcrops, Other","Nicaragua","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42568","Oilcrops, Other","Cabo Verde","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42573","Oilcrops, Other","Saudi Arabia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42574","Oilcrops, Other","Libya","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42584","Oilcrops, Other","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42588","Oilcrops, Other","South America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42589","Oilcrops, Other","Tunisia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42601","Oilcrops, Other","Western Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42613","Oilcrops, Other","Nigeria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"",4.25,0.810397639,3.44418996575,0.00525524737281723
"42615","Oilcrops, Other","Philippines","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42617","Oilcrops, Other","Grenada","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42619","Oilcrops, Other","Northern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42621","Oilcrops, Other","Central African Republic","Protein supply quantity (g/capita/day)",3,0.810397639,0.072493085,"",12.75,2.431192917,10.33256989725,0.047297226355355
"42625","Oilcrops, Other","World","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42627","Oilcrops, Other","New Zealand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42628","Oilcrops, Other","Peru","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"",4.25,0.810397639,3.44418996575,0.00525524737281723
"42632","Oilcrops, Other","Madagascar","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42634","Oilcrops, Other","Jordan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42638","Oilcrops, Other","Japan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42642","Oilcrops, Other","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42644","Oilcrops, Other","United Kingdom","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42657","Oilcrops, Other","Yemen","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42668","Oilcrops, Other","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42674","Oilcrops, Other","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42675","Oilcrops, Other","Romania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42682","Oilcrops, Other","Slovenia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42685","Oilcrops, Other","Nepal","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42689","Oilcrops, Other","Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42690","Oilcrops, Other","Ghana","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42705","Oilcrops, Other","South-Eastern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42711","Oilcrops, Other","Southern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42714","Oilcrops, Other","Samoa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42733","Oilcrops, Other","Saint Lucia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"",0,0,0,0
"42796","Olive Oil","Canada","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"",0,0,0,0
"43240","Olive Oil","World","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"",0,0,0,0
"43461","Olive Oil","Northern America","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"",0,0,0,0
"43566","Olive Oil","Americas","Protein supply quantity (g/capita/day)",0,0.991652012,0.00929507,"",0,0,0,0
"43592","Olives (including preserved)","Sweden","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43597","Olives (including preserved)","Western Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43601","Olives (including preserved)","Argentina","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43607","Olives (including preserved)","Switzerland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43609","Olives (including preserved)","Denmark","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43618","Olives (including preserved)","Sudan (former)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43619","Olives (including preserved)","Canada","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43624","Olives (including preserved)","Israel","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43628","Olives (including preserved)","Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43630","Olives (including preserved)","Southern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43645","Olives (including preserved)","Greece","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43649","Olives (including preserved)","Germany","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43652","Olives (including preserved)","Turkey","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43653","Olives (including preserved)","Ireland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43667","Olives (including preserved)","Central Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43684","Olives (including preserved)","Australia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43694","Olives (including preserved)","Ecuador","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43699","Olives (including preserved)","Egypt","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43713","Olives (including preserved)","Republic of Korea","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43718","Olives (including preserved)","Hungary","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43720","Olives (including preserved)","Gabon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43724","Olives (including preserved)","Saudi Arabia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43731","Olives (including preserved)","Eastern Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43734","Olives (including preserved)","Americas","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43751","Olives (including preserved)","Barbados","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43753","Olives (including preserved)","Cuba","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43755","Olives (including preserved)","Syrian Arab Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43771","Olives (including preserved)","Togo","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43776","Olives (including preserved)","Mauritius","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43785","Olives (including preserved)","Austria","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43791","Olives (including preserved)","Morocco","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43800","Olives (including preserved)","Lithuania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43808","Olives (including preserved)","Russian Federation","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43819","Olives (including preserved)","Poland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43828","Olives (including preserved)","New Caledonia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43845","Olives (including preserved)","Yemen","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43848","Olives (including preserved)","Senegal","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43849","Olives (including preserved)","Benin","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43854","Olives (including preserved)","Uzbekistan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43871","Olives (including preserved)","United Arab Emirates","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43873","Olives (including preserved)","United States of America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43885","Olives (including preserved)","Costa Rica","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43890","Olives (including preserved)","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43891","Olives (including preserved)","Pakistan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43892","Olives (including preserved)","French Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43904","Olives (including preserved)","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43907","Olives (including preserved)","Brazil","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43909","Olives (including preserved)","Cameroon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43911","Olives (including preserved)","Republic of Moldova","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43912","Olives (including preserved)","European Union","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43918","Olives (including preserved)","Middle Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43919","Olives (including preserved)","Slovakia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43920","Olives (including preserved)","Mexico","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43925","Olives (including preserved)","Northern America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43932","Olives (including preserved)","Cyprus","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43935","Olives (including preserved)","Melanesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43943","Olives (including preserved)","Bulgaria","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43947","Olives (including preserved)","Belarus","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43948","Olives (including preserved)","China, Taiwan Province of","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43950","Olives (including preserved)","Western Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43952","Olives (including preserved)","Caribbean","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43954","Olives (including preserved)","Land Locked Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43958","Olives (including preserved)","Kuwait","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43960","Olives (including preserved)","Iceland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43966","Olives (including preserved)","Spain","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43970","Olives (including preserved)","Central America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43979","Olives (including preserved)","Oceania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43986","Olives (including preserved)","Eastern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"43997","Olives (including preserved)","Lebanon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44003","Olives (including preserved)","Thailand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44004","Olives (including preserved)","Croatia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44005","Olives (including preserved)","Estonia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44007","Olives (including preserved)","Tunisia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44011","Olives (including preserved)","Iraq","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44023","Olives (including preserved)","Luxembourg","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44029","Olives (including preserved)","Dominican Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44031","Olives (including preserved)","Italy","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44039","Olives (including preserved)","Colombia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44043","Olives (including preserved)","Ukraine","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44054","Olives (including preserved)","Jordan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44070","Olives (including preserved)","Norway","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44082","Olives (including preserved)","Belgium","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44083","Olives (including preserved)","Least Developed Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44089","Olives (including preserved)","India","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44095","Olives (including preserved)","Libya","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44104","Olives (including preserved)","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44106","Olives (including preserved)","China, Macao SAR","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44118","Olives (including preserved)","Albania","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44123","Olives (including preserved)","Nicaragua","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44126","Olives (including preserved)","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44130","Olives (including preserved)","Eastern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44135","Olives (including preserved)","South America","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44146","Olives (including preserved)","Burkina Faso","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44147","Olives (including preserved)","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44149","Olives (including preserved)","Honduras","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44150","Olives (including preserved)","Australia & New Zealand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44159","Olives (including preserved)","Guatemala","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44161","Olives (including preserved)","Small Island Developing States","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44164","Olives (including preserved)","Chile","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44173","Olives (including preserved)","Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44175","Olives (including preserved)","Low Income Food Deficit Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44183","Olives (including preserved)","Trinidad and Tobago","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44185","Olives (including preserved)","Northern Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44194","Olives (including preserved)","Portugal","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44196","Olives (including preserved)","Southern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44205","Olives (including preserved)","China, mainland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44225","Olives (including preserved)","Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44228","Olives (including preserved)","El Salvador","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44242","Olives (including preserved)","South-Eastern Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44243","Olives (including preserved)","China","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44250","Olives (including preserved)","Cabo Verde","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44252","Olives (including preserved)","South Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44266","Olives (including preserved)","France","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44267","Olives (including preserved)","Armenia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44268","Olives (including preserved)","Czech Republic","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44269","Olives (including preserved)","Malta","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44272","Olives (including preserved)","Net Food Importing Developing Countries","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44292","Olives (including preserved)","Panama","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44295","Olives (including preserved)","Serbia and Montenegro","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44296","Olives (including preserved)","United Kingdom","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44308","Olives (including preserved)","Finland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44314","Olives (including preserved)","Northern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44316","Olives (including preserved)","Latvia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44317","Olives (including preserved)","Romania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44319","Olives (including preserved)","Serbia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44320","Olives (including preserved)","Slovenia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44322","Olives (including preserved)","Peru","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44328","Olives (including preserved)","Côte d'Ivoire","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44336","Olives (including preserved)","World","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44337","Olives (including preserved)","Paraguay","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44344","Olives (including preserved)","Uruguay","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44351","Olives (including preserved)","Western Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44353","Olives (including preserved)","Asia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44363","Olives (including preserved)","Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44364","Olives (including preserved)","Azerbaijan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44377","Olives (including preserved)","Georgia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44392","Olives (including preserved)","New Zealand","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44393","Olives (including preserved)","Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44413","Olives (including preserved)","Netherlands","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44414","Olives (including preserved)","Malaysia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44419","Olives (including preserved)","Philippines","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44425","Olives (including preserved)","Algeria","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44429","Olives (including preserved)","Southern Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44465","Olives (including preserved)","Afghanistan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44470","Olives (including preserved)","Japan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44473","Olives (including preserved)","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44477","Olives (including preserved)","Kazakhstan","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44492","Onions","Bahamas","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44494","Onions","Uzbekistan","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44495","Onions","Gabon","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44502","Onions","Bangladesh","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44504","Onions","Austria","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44506","Onions","Ireland","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44511","Onions","Morocco","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44519","Onions","Costa Rica","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44521","Onions","Kazakhstan","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44524","Onions","Suriname","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44525","Onions","Southern Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44526","Onions","Central Asia","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44533","Onions","Greece","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44551","Onions","Oceania","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44557","Onions","Occupied Palestinian Territory","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44564","Onions","Australia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44569","Onions","Denmark","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44574","Onions","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44577","Onions","Southern Europe","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44585","Onions","Melanesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44587","Onions","Mali","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44590","Onions","Bulgaria","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44595","Onions","French Polynesia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44596","Onions","Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44597","Onions","Cambodia","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
"44601","Onions","Ukraine","Protein supply quantity (g/capita/day)",1,0.810397639,0.072493085,"av veg",4.25,0.810397639,3.44418996575,0.00525524737281723
"44603","Onions","Middle Africa","Protein supply quantity (g/capita/day)",0,0.810397639,0.072493085,"av veg",0,0,0,0
