"","AreaName","ElementName","ItemName","Value"
"44199","Swaziland","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44200","Latvia","Food supply (kcal/capita/day)","Olives (including preserved)",3
"44203","India","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44209","Uganda","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44216","Americas","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44223","Armenia","Food supply (kcal/capita/day)","Olives (including preserved)",3
"44231","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Olives (including preserved)",14
"44235","Slovenia","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44239","Mali","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44245","Jamaica","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44256","Lebanon","Food supply (kcal/capita/day)","Olives (including preserved)",9
"44257","Niger","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44260","Central Asia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44262","Guatemala","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44263","New Caledonia","Food supply (kcal/capita/day)","Olives (including preserved)",5
"44270","Belgium","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44275","Austria","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44277","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Olives (including preserved)",14
"44279","French Polynesia","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44280","Finland","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44281","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44283","Montenegro","Food supply (kcal/capita/day)","Olives (including preserved)",6
"44286","Sierra Leone","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44299","Cyprus","Food supply (kcal/capita/day)","Olives (including preserved)",14
"44300","Paraguay","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44302","Russian Federation","Food supply (kcal/capita/day)","Olives (including preserved)",3
"44304","Gambia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44309","Vanuatu","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44310","Belize","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44312","Dominica","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44315","Algeria","Food supply (kcal/capita/day)","Olives (including preserved)",5
"44318","Serbia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44334","Belarus","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44338","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44342","Southern Europe","Food supply (kcal/capita/day)","Olives (including preserved)",10
"44345","Kyrgyzstan","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44346","Egypt","Food supply (kcal/capita/day)","Olives (including preserved)",18
"44350","Togo","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44352","China, Hong Kong SAR","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44354","Uruguay","Food supply (kcal/capita/day)","Olives (including preserved)",10
"44356","European Union","Food supply (kcal/capita/day)","Olives (including preserved)",5
"44357","Indonesia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44366","Honduras","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44368","Albania","Food supply (kcal/capita/day)","Olives (including preserved)",55
"44370","China","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44378","Hungary","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44380","South Africa","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44382","Ireland","Food supply (kcal/capita/day)","Olives (including preserved)",3
"44385","Southern Africa","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44394","Cambodia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44395","Sri Lanka","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44398","Pakistan","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44401","Oceania","Food supply (kcal/capita/day)","Olives (including preserved)",5
"44403","Northern America","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44409","Saint Lucia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44411","Portugal","Food supply (kcal/capita/day)","Olives (including preserved)",4
"44412","Caribbean","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44417","Georgia","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44420","Melanesia","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44421","Ghana","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44428","United Republic of Tanzania","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44430","Namibia","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44431","United Kingdom","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44433","Brunei Darussalam","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44436","Nicaragua","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44438","Cabo Verde","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44439","Ukraine","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44448","Cuba","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44450","Samoa","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44455","Eastern Europe","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44457","Japan","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44459","Iraq","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44476","Lithuania","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44478","Mauritania","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44479","China, mainland","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44480","Panama","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44482","Philippines","Food supply (kcal/capita/day)","Olives (including preserved)",0
"44483","Czech Republic","Food supply (kcal/capita/day)","Olives (including preserved)",2
"44488","Kazakhstan","Food supply (kcal/capita/day)","Olives (including preserved)",1
"44490","Suriname","Food supply (kcal/capita/day)","Onions",10
"44491","Antigua and Barbuda","Food supply (kcal/capita/day)","Onions",8
"44501","Canada","Food supply (kcal/capita/day)","Onions",8
"44505","Maldives","Food supply (kcal/capita/day)","Onions",17
"44507","China, Taiwan Province of","Food supply (kcal/capita/day)","Onions",3
"44510","Iceland","Food supply (kcal/capita/day)","Onions",5
"44513","United Arab Emirates","Food supply (kcal/capita/day)","Onions",13
"44514","Uganda","Food supply (kcal/capita/day)","Onions",5
"44520","Malaysia","Food supply (kcal/capita/day)","Onions",15
"44527","Cameroon","Food supply (kcal/capita/day)","Onions",9
"44528","Portugal","Food supply (kcal/capita/day)","Onions",15
"44530","Djibouti","Food supply (kcal/capita/day)","Onions",13
"44536","Oceania","Food supply (kcal/capita/day)","Onions",8
"44538","Indonesia","Food supply (kcal/capita/day)","Onions",4
"44541","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Onions",29
"44544","Saint Vincent and the Grenadines","Food supply (kcal/capita/day)","Onions",2
"44546","Sweden","Food supply (kcal/capita/day)","Onions",8
"44549","Jordan","Food supply (kcal/capita/day)","Onions",11
"44573","Slovakia","Food supply (kcal/capita/day)","Onions",8
"44581","Algeria","Food supply (kcal/capita/day)","Onions",31
"44605","Togo","Food supply (kcal/capita/day)","Onions",1
"44612","Nepal","Food supply (kcal/capita/day)","Onions",2
"44618","Americas","Food supply (kcal/capita/day)","Onions",9
"44631","Africa","Food supply (kcal/capita/day)","Onions",9
"44634","Central Asia","Food supply (kcal/capita/day)","Onions",25
"44651","Serbia and Montenegro","Food supply (kcal/capita/day)","Onions",10
"44652","Guyana","Food supply (kcal/capita/day)","Onions",11
"44654","South America","Food supply (kcal/capita/day)","Onions",9
"44666","Albania","Food supply (kcal/capita/day)","Onions",28
"44667","Armenia","Food supply (kcal/capita/day)","Onions",15
"44672","Central America","Food supply (kcal/capita/day)","Onions",7
"44678","Turkey","Food supply (kcal/capita/day)","Onions",24
"44680","Montenegro","Food supply (kcal/capita/day)","Onions",10
"44682","Western Asia","Food supply (kcal/capita/day)","Onions",14
"44685","Libya","Food supply (kcal/capita/day)","Onions",39
"44689","Saudi Arabia","Food supply (kcal/capita/day)","Onions",14
"44691","Uzbekistan","Food supply (kcal/capita/day)","Onions",27
"44695","Estonia","Food supply (kcal/capita/day)","Onions",5
"44697","Egypt","Food supply (kcal/capita/day)","Onions",23
"44699","Slovenia","Food supply (kcal/capita/day)","Onions",6
"44713","Land Locked Developing Countries","Food supply (kcal/capita/day)","Onions",7
"44715","Uruguay","Food supply (kcal/capita/day)","Onions",5
"44716","Fiji","Food supply (kcal/capita/day)","Onions",11
"44733","Ireland","Food supply (kcal/capita/day)","Onions",10
"44736","Mozambique","Food supply (kcal/capita/day)","Onions",4
"44737","Ukraine","Food supply (kcal/capita/day)","Onions",23
"44738","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Onions",10
"44743","India","Food supply (kcal/capita/day)","Onions",13
"44749","Barbados","Food supply (kcal/capita/day)","Onions",10
"44750","Southern Africa","Food supply (kcal/capita/day)","Onions",9
"44762","Republic of Korea","Food supply (kcal/capita/day)","Onions",30
"44763","Northern Africa","Food supply (kcal/capita/day)","Onions",25
"44764","Hungary","Food supply (kcal/capita/day)","Onions",7
"44767","Switzerland","Food supply (kcal/capita/day)","Onions",0
"44782","Lebanon","Food supply (kcal/capita/day)","Onions",22
"44784","Sierra Leone","Food supply (kcal/capita/day)","Onions",2
"44785","Guinea-Bissau","Food supply (kcal/capita/day)","Onions",2
"44790","Japan","Food supply (kcal/capita/day)","Onions",11
"44813","Gabon","Food supply (kcal/capita/day)","Onions",3
"44815","Netherlands","Food supply (kcal/capita/day)","Onions",5
"44819","Iraq","Food supply (kcal/capita/day)","Onions",5
"44831","Saint Lucia","Food supply (kcal/capita/day)","Onions",6
"44838","Denmark","Food supply (kcal/capita/day)","Onions",11
"44841","Somalia","Food supply (kcal/capita/day)","Onions",1
"44844","Brazil","Food supply (kcal/capita/day)","Onions",8
"44848","Southern Asia","Food supply (kcal/capita/day)","Onions",13
"44849","Benin","Food supply (kcal/capita/day)","Onions",2
"44855","South-Eastern Asia","Food supply (kcal/capita/day)","Onions",5
"44857","El Salvador","Food supply (kcal/capita/day)","Onions",5
"44863","South Africa","Food supply (kcal/capita/day)","Onions",10
"44873","Australia & New Zealand","Food supply (kcal/capita/day)","Onions",8
"44882","France","Food supply (kcal/capita/day)","Onions",6
"44887","Luxembourg","Food supply (kcal/capita/day)","Onions",5
"44906","United Kingdom","Food supply (kcal/capita/day)","Onions",10
"44908","Cambodia","Food supply (kcal/capita/day)","Onions",0
"44914","Croatia","Food supply (kcal/capita/day)","Onions",7
"44916","Bahamas","Food supply (kcal/capita/day)","Onions",2
"44926","Zimbabwe","Food supply (kcal/capita/day)","Onions",1
"44938","Senegal","Food supply (kcal/capita/day)","Onions",23
"44940","Azerbaijan","Food supply (kcal/capita/day)","Onions",16
"44942","Turkmenistan","Food supply (kcal/capita/day)","Onions",20
"44945","Ghana","Food supply (kcal/capita/day)","Onions",7
"44952","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Onions",10
"44956","Chile","Food supply (kcal/capita/day)","Onions",12
"44962","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Onions",0
"44966","Zambia","Food supply (kcal/capita/day)","Onions",3
"44968","Northern America","Food supply (kcal/capita/day)","Onions",9
"44970","Mexico","Food supply (kcal/capita/day)","Onions",7
"44974","Sudan (former)","Food supply (kcal/capita/day)","Onions",25
"44979","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Onions",7
"44980","Central African Republic","Food supply (kcal/capita/day)","Onions",0
"44983","Poland","Food supply (kcal/capita/day)","Onions",16
"44987","China, mainland","Food supply (kcal/capita/day)","Onions",14
"44992","Romania","Food supply (kcal/capita/day)","Onions",21
"44993","Viet Nam","Food supply (kcal/capita/day)","Onions",5
"44995","Tunisia","Food supply (kcal/capita/day)","Onions",13
"44997","China, Macao SAR","Food supply (kcal/capita/day)","Onions",3
"45009","Eastern Africa","Food supply (kcal/capita/day)","Onions",3
"45022","Panama","Food supply (kcal/capita/day)","Onions",9
"45026","Costa Rica","Food supply (kcal/capita/day)","Onions",9
"45028","Solomon Islands","Food supply (kcal/capita/day)","Onions",0
"45030","Philippines","Food supply (kcal/capita/day)","Onions",1
"45031","Kazakhstan","Food supply (kcal/capita/day)","Onions",23
"45047","Colombia","Food supply (kcal/capita/day)","Onions",10
"45049","Least Developed Countries","Food supply (kcal/capita/day)","Onions",7
"45054","Small Island Developing States","Food supply (kcal/capita/day)","Onions",7
"45055","Chad","Food supply (kcal/capita/day)","Onions",1
"45062","Spain","Food supply (kcal/capita/day)","Onions",22
"45070","Kyrgyzstan","Food supply (kcal/capita/day)","Onions",14
"45086","Germany","Food supply (kcal/capita/day)","Onions",8
"45098","Bermuda","Food supply (kcal/capita/day)","Onions",1
"45106","Nicaragua","Food supply (kcal/capita/day)","Onions",4
"45109","Eastern Europe","Food supply (kcal/capita/day)","Onions",16
"45111","Niger","Food supply (kcal/capita/day)","Onions",19
"45112","Czech Republic","Food supply (kcal/capita/day)","Onions",7
"45113","Pakistan","Food supply (kcal/capita/day)","Onions",11
"45117","Cabo Verde","Food supply (kcal/capita/day)","Onions",12
"45122","Morocco","Food supply (kcal/capita/day)","Onions",27
"45123","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Onions",9
"45127","Angola","Food supply (kcal/capita/day)","Onions",0
"45128","Mongolia","Food supply (kcal/capita/day)","Onions",7
"45129","Grenada","Food supply (kcal/capita/day)","Onions",3
"45135","Belarus","Food supply (kcal/capita/day)","Onions",15
"45141","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Onions",9
"45142","Tajikistan","Food supply (kcal/capita/day)","Onions",28
"45160","Mali","Food supply (kcal/capita/day)","Onions",3
"45162","Ecuador","Food supply (kcal/capita/day)","Onions",1
"45170","Ethiopia","Food supply (kcal/capita/day)","Onions",3
"45179","Bangladesh","Food supply (kcal/capita/day)","Onions",9
"45180","Asia","Food supply (kcal/capita/day)","Onions",13
"45185","Georgia","Food supply (kcal/capita/day)","Onions",7
"45186","Paraguay","Food supply (kcal/capita/day)","Onions",4
"45188","Madagascar","Food supply (kcal/capita/day)","Onions",0
"45199","Thailand","Food supply (kcal/capita/day)","Onions",1
"45201","Middle Africa","Food supply (kcal/capita/day)","Onions",3
"45207","Finland","Food supply (kcal/capita/day)","Onions",6
"45209","Greece","Food supply (kcal/capita/day)","Onions",23
"45212","Botswana","Food supply (kcal/capita/day)","Onions",2
"45213","Brunei Darussalam","Food supply (kcal/capita/day)","Onions",12
"45217","Mauritius","Food supply (kcal/capita/day)","Onions",14
"45219","Melanesia","Food supply (kcal/capita/day)","Onions",5
"45221","Guinea","Food supply (kcal/capita/day)","Onions",3
"45225","Serbia","Food supply (kcal/capita/day)","Onions",10
"45226","United States of America","Food supply (kcal/capita/day)","Onions",9
"45227","China","Food supply (kcal/capita/day)","Onions",14
"45228","Jamaica","Food supply (kcal/capita/day)","Onions",5
"45230","Kenya","Food supply (kcal/capita/day)","Onions",3
"45236","Caribbean","Food supply (kcal/capita/day)","Onions",7
"45240","Italy","Food supply (kcal/capita/day)","Onions",7
"45243","Congo","Food supply (kcal/capita/day)","Onions",2
"45252","Rwanda","Food supply (kcal/capita/day)","Onions",1
"45254","Austria","Food supply (kcal/capita/day)","Onions",18
"45256","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Onions",3
"45258","Nigeria","Food supply (kcal/capita/day)","Onions",6
"45260","French Polynesia","Food supply (kcal/capita/day)","Onions",7
"45261","Northern Europe","Food supply (kcal/capita/day)","Onions",9
"45262","Cuba","Food supply (kcal/capita/day)","Onions",13
"45267","Côte d'Ivoire","Food supply (kcal/capita/day)","Onions",3
"45268","Norway","Food supply (kcal/capita/day)","Onions",2
"45270","Sri Lanka","Food supply (kcal/capita/day)","Onions",20
"45278","Mauritania","Food supply (kcal/capita/day)","Onions",8
"45281","Peru","Food supply (kcal/capita/day)","Onions",18
"45283","Haiti","Food supply (kcal/capita/day)","Onions",2
"45284","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Onions",14
"45295","Namibia","Food supply (kcal/capita/day)","Onions",8
"45299","Australia","Food supply (kcal/capita/day)","Onions",10
"45308","Saint Kitts and Nevis","Food supply (kcal/capita/day)","Onions",4
"45309","Eastern Asia","Food supply (kcal/capita/day)","Onions",14
"45310","Yemen","Food supply (kcal/capita/day)","Onions",2
"45314","Kiribati","Food supply (kcal/capita/day)","Onions",1
"45317","Republic of Moldova","Food supply (kcal/capita/day)","Onions",15
"45322","Malawi","Food supply (kcal/capita/day)","Onions",3
"45324","Southern Europe","Food supply (kcal/capita/day)","Onions",14
"45330","Russian Federation","Food supply (kcal/capita/day)","Onions",15
"45338","Polynesia","Food supply (kcal/capita/day)","Onions",4
"45341","Dominican Republic","Food supply (kcal/capita/day)","Onions",8
"45346","World","Food supply (kcal/capita/day)","Onions",12
"45352","Sao Tome and Principe","Food supply (kcal/capita/day)","Onions",2
"45358","Argentina","Food supply (kcal/capita/day)","Onions",14
"45360","Belize","Food supply (kcal/capita/day)","Onions",3
"45362","Honduras","Food supply (kcal/capita/day)","Onions",3
"45374","Kuwait","Food supply (kcal/capita/day)","Onions",18
"45383","Lithuania","Food supply (kcal/capita/day)","Onions",13
"45393","Western Europe","Food supply (kcal/capita/day)","Onions",7
"45397","China, Hong Kong SAR","Food supply (kcal/capita/day)","Onions",1
"45398","Israel","Food supply (kcal/capita/day)","Onions",13
"45408","Bulgaria","Food supply (kcal/capita/day)","Onions",5
"45410","Cyprus","Food supply (kcal/capita/day)","Onions",17
"45415","Belgium","Food supply (kcal/capita/day)","Onions",0
"45434","Europe","Food supply (kcal/capita/day)","Onions",12
"45439","United Republic of Tanzania","Food supply (kcal/capita/day)","Onions",1
"45444","Latvia","Food supply (kcal/capita/day)","Onions",10
"45445","Micronesia","Food supply (kcal/capita/day)","Onions",1
"45459","Western Africa","Food supply (kcal/capita/day)","Onions",7
"45462","European Union","Food supply (kcal/capita/day)","Onions",11
"45464","Guatemala","Food supply (kcal/capita/day)","Onions",9
"45465","Syrian Arab Republic","Food supply (kcal/capita/day)","Onions",5
"45467","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)","Onions",7
"45469","Malta","Food supply (kcal/capita/day)","Onions",17
"45477","Swaziland","Food supply (kcal/capita/day)","Onions",1
"45488","Dominica","Food supply (kcal/capita/day)","Onions",5
"45489","Myanmar","Food supply (kcal/capita/day)","Onions",21
"45491","Timor-Leste","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45495","Antigua and Barbuda","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"45500","Jordan","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"45504","Portugal","Food supply (kcal/capita/day)","Oranges, Mandarines",24
"45509","Mali","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45510","United Arab Emirates","Food supply (kcal/capita/day)","Oranges, Mandarines",14
"45515","Cameroon","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45517","Uganda","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45522","China, Taiwan Province of","Food supply (kcal/capita/day)","Oranges, Mandarines",13
"45526","Burkina Faso","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45537","Iceland","Food supply (kcal/capita/day)","Oranges, Mandarines",13
"45541","Central America","Food supply (kcal/capita/day)","Oranges, Mandarines",17
"45543","Canada","Food supply (kcal/capita/day)","Oranges, Mandarines",18
"45549","Georgia","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"45555","South America","Food supply (kcal/capita/day)","Oranges, Mandarines",27
"45572","Montenegro","Food supply (kcal/capita/day)","Oranges, Mandarines",21
"45578","Iran (Islamic Republic of)","Food supply (kcal/capita/day)","Oranges, Mandarines",24
"45588","Melanesia","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45612","Malaysia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45625","Egypt","Food supply (kcal/capita/day)","Oranges, Mandarines",21
"45627","Philippines","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45633","Gambia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45637","Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45638","Turkey","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"45643","Denmark","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"45646","Switzerland","Food supply (kcal/capita/day)","Oranges, Mandarines",17
"45655","Land Locked Developing Countries","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45656","Americas","Food supply (kcal/capita/day)","Oranges, Mandarines",23
"45657","Djibouti","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45658","Suriname","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"45660","Indonesia","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45663","Netherlands","Food supply (kcal/capita/day)","Oranges, Mandarines",38
"45669","Southern Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"45693","New Caledonia","Food supply (kcal/capita/day)","Oranges, Mandarines",6
"45706","Ghana","Food supply (kcal/capita/day)","Oranges, Mandarines",18
"45708","Albania","Food supply (kcal/capita/day)","Oranges, Mandarines",13
"45709","Kazakhstan","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45710","Liberia","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45724","Least Developed Countries","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45726","United Republic of Tanzania","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45727","Fiji","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45729","Sudan (former)","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45734","Serbia and Montenegro","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45739","Oceania","Food supply (kcal/capita/day)","Oranges, Mandarines",11
"45747","Saudi Arabia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45749","Lebanon","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45759","Dominican Republic","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"45764","Somalia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45774","Algeria","Food supply (kcal/capita/day)","Oranges, Mandarines",23
"45780","Estonia","Food supply (kcal/capita/day)","Oranges, Mandarines",10
"45786","Iraq","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45789","Turkmenistan","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45805","China, Hong Kong SAR","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"45812","Ireland","Food supply (kcal/capita/day)","Oranges, Mandarines",35
"45816","South-Eastern Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45826","India","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45827","Central African Republic","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45829","Armenia","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45836","Mozambique","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45842","Republic of Moldova","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45844","Lao People's Democratic Republic","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"45845","Western Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",11
"45846","Bulgaria","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45848","Eastern Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45856","Guyana","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45858","Togo","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45863","Senegal","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45867","United Kingdom","Food supply (kcal/capita/day)","Oranges, Mandarines",25
"45869","South Africa","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"45872","Barbados","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"45876","Viet Nam","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45882","Morocco","Food supply (kcal/capita/day)","Oranges, Mandarines",28
"45883","Greece","Food supply (kcal/capita/day)","Oranges, Mandarines",33
"45891","Benin","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"45912","Kyrgyzstan","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45917","Italy","Food supply (kcal/capita/day)","Oranges, Mandarines",48
"45929","Botswana","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45930","Mauritius","Food supply (kcal/capita/day)","Oranges, Mandarines",4
"45931","Mexico","Food supply (kcal/capita/day)","Oranges, Mandarines",20
"45934","Gabon","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"45939","Low Income Food Deficit Countries","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"45945","Poland","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45950","Sierra Leone","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45955","Belgium","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"45959","Malawi","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45966","Republic of Korea","Food supply (kcal/capita/day)","Oranges, Mandarines",16
"45977","Slovakia","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"45979","Uzbekistan","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"45985","Net Food Importing Developing Countries","Food supply (kcal/capita/day)","Oranges, Mandarines",5
"45990","Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"45992","Uruguay","Food supply (kcal/capita/day)","Oranges, Mandarines",20
"45997","Honduras","Food supply (kcal/capita/day)","Oranges, Mandarines",15
"45999","Maldives","Food supply (kcal/capita/day)","Oranges, Mandarines",11
"46002","Chile","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46006","Mongolia","Food supply (kcal/capita/day)","Oranges, Mandarines",8
"46016","Democratic People's Republic of Korea","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46018","El Salvador","Food supply (kcal/capita/day)","Oranges, Mandarines",11
"46020","Slovenia","Food supply (kcal/capita/day)","Oranges, Mandarines",6
"46022","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46025","Spain","Food supply (kcal/capita/day)","Oranges, Mandarines",27
"46030","Solomon Islands","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46035","Guinea-Bissau","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46047","Germany","Food supply (kcal/capita/day)","Oranges, Mandarines",15
"46048","French Polynesia","Food supply (kcal/capita/day)","Oranges, Mandarines",6
"46059","Azerbaijan","Food supply (kcal/capita/day)","Oranges, Mandarines",3
"46060","Central Asia","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46062","Ukraine","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46064","Bermuda","Food supply (kcal/capita/day)","Oranges, Mandarines",1
"46069","Samoa","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46073","Cambodia","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46087","Tunisia","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46093","Austria","Food supply (kcal/capita/day)","Oranges, Mandarines",12
"46094","Chad","Food supply (kcal/capita/day)","Oranges, Mandarines",0
"46098","Nepal","Food supply (kcal/capita/day)","Oranges, Mandarines",7
"46108","Costa Rica","Food supply (kcal/capita/day)","Oranges, Mandarines",2
"46123","Southern Europe","Food supply (kcal/capita/day)","Oranges, Mandarines",32
"46125","Bosnia and Herzegovina","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46130","Belize","Food supply (kcal/capita/day)","Oranges, Mandarines",79
"46136","Small Island Developing States","Food supply (kcal/capita/day)","Oranges, Mandarines",9
"46141","Occupied Palestinian Territory","Food supply (kcal/capita/day)","Oranges, Mandarines",6
