,pair,Study.x,Location.x,Year.x,Crop.x,Cultivar.x,WateringRegime.x,Pptn.x,Irrign.x,TotH2O.x,CO2treatment.x,NapplicnQ.x,Napplicn.x,Phos_App.x,Temperature_treatment.x,TOS.x,CO2_indicator.x,Pair_Count.x,Pair.CO2_ID.x,X24hCO2.x,Yield.x,Zn.x,Fe.x,Ph.x,N.x,P.x,K.x,S.x,B.x,Ca.x,Mg.x,Mn.x,Cu.x,Znu.x,Feu.x,Phu.x,Nu.x,Pu.x,Ku.x,Su.x,Bu.x,Cau.x,Mgu.x,Mnu.x,Cuu.x,Study,Location,Year,Crop,Cultivar,WateringRegime,Pptn,Irrign,TotH2O,CO2treatment,NapplicnQ,Napplicn,Phos_App,Temperature_treatment,TOS,CO2_indicator,Pair_Count,Pair.CO2_ID,X24hCO2,Yield,Zn,Fe,Ph,N,P,K,S,B,Ca,Mg,Mn,Cu,Znu,Feu,Phu,Nu,Pu,Ku,Su,Bu,Cau,Mgu,Mnu,Cuu,RRYield,RRZn,RRFe,RRPh,RRN,RRP,RRK,RRS,RRB,RRCa,RRMg,RRMn,RRCu,RRZnu,RRFeu,RRPhu,RRNu,RRPu,RRKu,RRSu,RRBu,RRCau,RRMgu,RRMnu,RRCuu
65,32,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,32,320,No,222.9037352,28.62,39.665,2.40605,14.610515,,,,,,,,,6379.504901,8841.476657,536.3175321,3256.738367,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,32,321,No,205.4354424,29.965,41.265,2.663733333,14.376785,,,,,,,,,6155.873032,8477.293531,547.2252357,2953.501187,,,,,,,,,0.921633019,1.046995108,1.040337829,1.107098079,0.984002617,,,,,,,,,0.964945262,0.958809694,1.020338145,0.906889303,,,,,,,,
66,33,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,33,330,No,281.3026451,26.02,38.5,2.225608333,14.03893,,,,,,,,,7319.494826,10830.15184,626.069511,3949.188143,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,33,331,No,367.960626,26.105,36.7975,2.290083333,13.236065,,,,,,,,,9605.612142,13540.03114,842.6604968,4870.350763,,,,,,,,,1.308059602,1.003266718,0.955779221,1.028969608,0.942811525,,,,,,,,,1.312332664,1.250216187,1.345953575,1.233253668,,,,,,,,
67,34,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,34,340,No,299.1534876,25.1325,41.9525,2.311416667,14.474785,,,,,,,,,7518.475027,12550.23669,691.4683572,4330.182415,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,34,341,No,432.523531,25.6,40.27,2.458233333,13.55334,,,,,,,,,11072.60239,17417.72259,1063.243761,5862.138474,,,,,,,,,1.445824799,1.018601413,0.959895119,1.063518044,0.936341369,,,,,,,,,1.472719182,1.387840168,1.537660762,1.353785571,,,,,,,,
68,35,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,35,350,No,125.2105263,43.5975,46.6875,2.994633333,16.179005,,,,,,,,,5458.86592,5845.766447,374.9596157,2025.781731,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,35,351,No,212.6061842,26.9975,44.1275,2.857975,14.922155,,,,,,,,,5739.835458,9381.779393,607.6231593,3172.542435,,,,,,,,,1.697989702,0.619244223,0.945167336,0.954365587,0.922315989,,,,,,,,,1.051470313,1.604884403,1.620502939,1.566083051,,,,,,,,
69,36,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,36,360,No,100.5361842,37.5525,49.175,3.526375,17.726915,,,,,,,,,3775.385057,4943.866858,354.5282866,1782.196392,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,36,361,No,143.8190789,28.24,41.72,2.944683333,15.556215,,,,,,,,,4061.450788,6000.131972,423.5016446,2237.280512,,,,,,,,,1.430520564,0.752013847,0.848398577,0.835045431,0.877547785,,,,,,,,,1.075771273,1.21365161,1.194549661,1.255350153,,,,,,,,
70,37,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,37,370,No,169.5855263,29.005,44.2675,3.023091667,16.993875,,,,,,,,,4918.82819,7507.127285,512.6725914,2881.915236,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,37,371,No,239.2565789,24.5825,39.375,2.5446,14.692835,,,,,,,,,5881.524851,9420.727794,608.8122907,3515.357436,,,,,,,,,1.410831361,0.847526289,0.889478737,0.841721086,0.864595921,,,,,,,,,1.195716667,1.254904498,1.187526505,1.219799039,,,,,,,,
71,38,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,38,380,No,139.6611842,40.8725,46.675,3.429708333,16.24736,,,,,,,,,5708.301751,6518.685773,478.9971272,2269.125538,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,38,381,No,143.1480263,27.69,42.6875,2.901783333,14.918235,,,,,,,,,3963.768848,6110.631373,415.3845569,2135.515896,,,,,,,,,1.024966437,0.677472628,0.914568827,0.846072917,0.918194402,,,,,,,,,0.694386706,0.937402352,0.867196343,0.941118444,,,,,,,,
72,39,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,39,390,No,125.2532895,34.3775,51.4425,3.024166667,17.2548,,,,,,,,,4305.89496,6443.342345,378.786823,2161.22046,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,39,391,No,205.6282895,27.205,47.42,3.389966667,16.001625,,,,,,,,,5594.117616,9750.893488,697.0730472,3290.386778,,,,,,,,,1.641699714,0.791360628,0.9218059,1.120958942,0.927372383,,,,,,,,,1.299176517,1.513328482,1.840277974,1.522466976,,,,,,,,
73,4,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,79,48,127,aCO2,Low,0,0,,TOS2,0,4,40,No,203.0107527,33.49,41.155,1.936891667,14.05127625,,,,,,,,,6798.830108,8354.907527,393.2098352,2852.560168,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,79,48,127,eCO2,Low,0,0,,TOS2,1,4,41,No,220.5030722,32.27,37.51,2.3253,13.38329,,,,,,,,,7115.63414,8271.070238,512.7357938,2951.056561,,,,,,,,,1.086164498,0.963571215,0.91143239,1.20053178,0.952460813,,,,,,,,,1.046596845,0.989965504,1.303974997,1.03452912,,,,,,,,
74,40,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,40,400,No,131.9901316,37.545,52.8875,3.200316667,19.042565,,,,,,,,,4955.569491,6980.628085,422.410218,2513.43066,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,40,401,No,171.3980263,28.955,47.3875,3.007858333,17.12152,,,,,,,,,4962.829852,8122.123971,515.5409817,2934.594735,,,,,,,,,1.298566978,0.771207884,0.896005672,0.939862722,0.89911837,,,,,,,,,1.001465091,1.163523378,1.220474694,1.167565424,,,,,,,,
75,41,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,41,410,No,285.9046053,28.56,36.0725,3.139616667,15.262705,,,,,,,,,8165.435527,10313.29387,897.630864,4363.677649,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,41,411,No,336.0361842,27.035,36.495,2.771441667,14.237625,,,,,,,,,9084.73824,12263.64054,931.3046825,4784.357177,,,,,,,,,1.175343726,0.946603641,1.011712523,0.882732499,0.932837593,,,,,,,,,1.112584651,1.189109967,1.037514105,1.096404813,,,,,,,,
76,42,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,223,0,223,aCO2,Low,0,0,,TOS1,0,42,420,No,274.1480263,28.6525,42.0925,2.805308333,15.20366,,,,,,,,,7855.026324,11539.5758,769.0697427,4168.053382,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,223,0,223,eCO2,Low,0,0,,TOS1,1,42,421,No,292.5394737,28.8125,38.1725,2.636125,14.56323,,,,,,,,,8428.793586,11166.96306,771.1706201,4260.31964,,,,,,,,,1.067085828,1.005584155,0.906871771,0.939691716,0.95787659,,,,,,,,,1.073044601,0.967710014,1.002731713,1.022136535,,,,,,,,
77,43,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,43,430,No,151.6578947,31.8175,41.47,3.042725,16.61094,,,,,,,,,4825.375065,6289.252893,461.4532677,2519.180189,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,43,431,No,220.4769737,24.2,41.8825,2.66975,14.793775,,,,,,,,,5335.542764,9234.126851,588.6184005,3261.686742,,,,,,,,,1.453778414,0.760587727,1.00994695,0.877420733,0.890604325,,,,,,,,,1.10572602,1.468239075,1.275575322,1.294741343,,,,,,,,
78,44,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,187,0,187,aCO2,Low,0,0,,TOS2,0,44,440,No,116.7302632,34.9625,52.505,3.064158333,17.32438,,,,,,,,,4081.181827,6128.922469,357.6800087,2022.279437,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,187,0,187,eCO2,Low,0,0,,TOS2,1,44,441,No,206.1085526,25.5775,44.2625,2.705808333,15.570915,,,,,,,,,5271.741504,9122.879809,557.6902391,3209.298753,,,,,,,,,1.76568224,0.731569539,0.843014951,0.883051083,0.898786277,,,,,,,,,1.291719342,1.488496527,1.559187613,1.586970967,,,,,,,,
79,45,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,223,0,223,aCO2,Medium,50,0,,TOS1,0,45,450,No,263.3830975,33.235,44.0275,2.9875,16.07047,,,,,,,,,8753.537245,11596.09933,786.8570038,4232.690167,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,223,0,223,eCO2,Medium,50,0,,TOS1,1,45,451,No,297.1001843,28.2375,41.15,3.06265,14.84302,,,,,,,,,8389.366454,12225.67258,909.9138794,4409.863978,,,,,,,,,1.128015378,0.849631413,0.934643121,1.025154812,0.923620778,,,,,,,,,0.958397299,1.054291813,1.156390393,1.041858441,,,,,,,,
80,46,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,187,0,187,aCO2,Medium,50,0,,TOS2,0,46,460,No,105.4276316,42.815,51.9225,3.422958333,18.37592,,,,,,,,,4513.884047,5474.066202,360.8743901,1937.329724,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Dry,187,0,187,eCO2,Medium,50,0,,TOS2,1,46,461,No,204.3092105,27.3275,47.4575,2.799925,16.228985,,,,,,,,,5583.25995,9696.004357,572.0504662,3315.731113,,,,,,,,,1.937909516,0.638269298,0.914006452,0.817983956,0.88316585,,,,,,,,,1.236908146,1.771261801,1.585178893,1.711495504,,,,,,,,
81,47,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,47,470,No,295.1864302,30.51,39.9,2.956091667,14.366985,,,,,,,,,9006.137985,11777.93856,872.5981465,4240.939015,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,47,471,No,277.3051026,33.6,38.9275,3.259483333,14.33587,,,,,,,,,9317.451447,10794.79438,903.8713601,3975.409901,,,,,,,,,0.939423612,1.101278269,0.975626566,1.102632699,0.997834271,,,,,,,,,1.03456681,0.916526633,1.035839193,0.937389075,,,,,,,,
82,48,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,48,480,No,351.0739835,28.2725,39.16,2.57915,15.09145,,,,,,,,,9925.739199,13748.05719,905.4724645,5298.215468,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,48,481,No,432.1371507,30.655,40.8125,2.889208333,14.195975,,,,,,,,,13247.16435,17636.59746,1248.534257,6134.608188,,,,,,,,,1.230900525,1.084269166,1.042198672,1.120217255,0.940663422,,,,,,,,,1.334627486,1.282842893,1.378876007,1.1578631,,,,,,,,
83,49,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,49,490,No,315.6191986,29.745,35.985,2.513083333,13.631985,,,,,,,,,9388.093062,11357.55686,793.1773476,4302.516181,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,49,491,No,451.0213505,30.295,35.435,2.583691667,12.115435,,,,,,,,,13663.69181,15981.94155,1165.300105,5464.319856,,,,,,,,,1.429004802,1.018490503,0.984715854,1.028096296,0.888750611,,,,,,,,,1.455427819,1.407163684,1.469154545,1.270028891,,,,,,,,
84,5,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,133,48,181,aCO2,Medium,50,0,,TOS1,0,5,50,No,266.7050691,34.5725,32.335,1.847641667,14.30344625,,,,,,,,,9220.661001,8623.908409,492.7753985,3814.80162,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,133,48,181,eCO2,Medium,50,0,,TOS1,1,5,51,No,332.7572965,26.6625,31.97,1.475191667,13.978515,,,,,,,,,8872.141418,10638.25077,490.8807909,4651.45286,,,,,,,,,1.247660187,0.771205438,0.988711922,0.798418705,0.97728301,,,,,,,,,0.962202321,1.233576502,0.996155231,1.219317103,,,,,,,,
85,50,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,50,500,No,252.6381393,27.41,40.48,2.77375,14.51031,,,,,,,,,6924.811398,10226.79188,700.7550389,3665.857719,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,50,501,No,225.3663165,33.2625,40.06,2.809316667,13.92378,,,,,,,,,7496.247103,9028.174639,633.1253491,3137.95101,,,,,,,,,0.892051838,1.213516965,0.989624506,1.012822593,0.959578396,,,,,,,,,1.082520039,0.882796359,0.903490256,0.855993672,,,,,,,,
86,51,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,51,510,No,366.8053199,26.6875,39.05,2.652675,13.44897,,,,,,,,,9789.116975,14323.74774,973.015302,4933.153743,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,51,511,No,367.0668353,27.0725,36.26,2.668341667,13.00356,,,,,,,,,9937.416899,13309.84345,979.4597312,4773.175617,,,,,,,,,1.000712954,1.01442623,0.928553137,1.005905988,0.966881479,,,,,,,,,1.015149469,0.929215153,1.006623153,0.967570821,,,,,,,,
87,52,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,52,520,No,386.8305524,27.7175,40.1675,2.17335,13.935295,,,,,,,,,10721.97584,15538.01621,840.7181811,5390.597863,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,52,521,No,484.8186076,24.9775,38.6775,2.143675,13.03982,,,,,,,,,12109.55677,18751.5717,1039.293529,6321.947376,,,,,,,,,1.253310021,0.901145486,0.962905334,0.986345964,0.935740506,,,,,,,,,1.129414667,1.206818904,1.23619728,1.172772953,,,,,,,,
88,53,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,53,530,No,126.1546053,35.325,41.83,3.027458333,15.63633,,,,,,,,,4456.411432,5277.04714,381.9278111,1972.595039,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Drysdale,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,53,531,No,188.9243421,30.9125,43.1575,2.937375,15.07822,,,,,,,,,5840.123725,8153.502294,554.9416394,2848.642794,,,,,,,,,1.497561993,0.875088464,1.031735596,0.970244567,0.964306842,,,,,,,,,1.310499224,1.545088016,1.453001387,1.444109276,,,,,,,,
89,54,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,54,540,No,139.5953947,32.5775,46.1825,3.095658333,17.10437,,,,,,,,,4547.668971,6446.864316,432.1396469,2387.691281,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Gladius,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,54,541,No,191.1513158,29.965,43.85,3.107608333,15.984965,,,,,,,,,5727.849178,8381.985198,594.0234218,3055.547093,,,,,,,,,1.369323939,0.919806615,0.949493856,1.003860245,0.934554444,,,,,,,,,1.259513218,1.300164667,1.374609866,1.279707773,,,,,,,,
90,55,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,55,550,No,185.5625,31.9,42.8875,3.14155,16.31645,,,,,,,,,5919.44375,7958.311719,582.9538719,3027.721253,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,H45,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,55,551,No,244.5,23.575,36.3075,2.236316667,13.86841,,,,,,,,,5764.0875,8877.18375,546.7794251,3390.826245,,,,,,,,,1.317615359,0.739028213,0.846575342,0.711851369,0.849964913,,,,,,,,,0.973754924,1.115460674,0.937946296,1.119926823,,,,,,,,
91,56,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,56,560,No,128.4210526,38.615,42.865,3.37495,15.807585,,,,,,,,,4958.978946,5504.76842,433.4146315,2030.026705,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Hartog,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,56,561,No,174.2434211,30.305,42.2725,3.063883333,14.911865,,,,,,,,,5280.446876,7365.705018,533.8615138,2598.294373,,,,,,,,,1.356813525,0.784798653,0.986177534,0.907830733,0.943336063,,,,,,,,,1.064825428,1.338059017,1.231757017,1.279931129,,,,,,,,
92,57,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,57,570,No,131.5657895,35.49,49,3.051066667,16.969865,,,,,,,,,4669.269869,6446.723686,401.4159949,2232.653686,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Silverstar,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,57,571,No,299.9506579,26.19,43.54,2.578233333,14.71268,,,,,,,,,7855.70773,13059.85164,773.3427845,4413.078045,,,,,,,,,2.279852985,0.737954353,0.888571429,0.845026876,0.86698863,,,,,,,,,1.682427435,2.025812224,1.926537045,1.976606615,,,,,,,,
93,58,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,58,580,No,194.4605263,31.0175,48.0725,2.719958333,16.839525,,,,,,,,,6031.679375,9348.203651,528.9245289,3274.622894,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,58,581,No,308.2894737,26.205,43.1425,2.71745,15.450865,,,,,,,,,8078.725658,13300.37862,837.7612303,4763.339039,,,,,,,,,1.585357602,0.844845652,0.897446565,0.999077805,0.917535679,,,,,,,,,1.339382477,1.422773735,1.583895593,1.454622164,,,,,,,,
94,59,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,59,590,No,287.6677632,30.2925,38.0725,2.731733333,14.902555,,,,,,,,,8714.175717,10952.23091,785.8316176,4286.984663,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,59,591,No,401.5427632,29.2,34.6875,3.286191667,13.9522,,,,,,,,,11725.04869,13928.5146,1319.546482,5602.404941,,,,,,,,,1.395855965,0.963934967,0.911090682,1.202969421,0.936228721,,,,,,,,,1.345514374,1.271751363,1.679172043,1.306840444,,,,,,,,
95,6,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,79,48,127,aCO2,Medium,50,0,,TOS2,0,6,60,No,207.2638249,31.4175,39.785,1.510058333,13.8948025,,,,,,,,,6511.711219,8245.991274,312.9804659,2879.889912,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2007,wheat,Yitpi,Dry,79,48,127,eCO2,Medium,50,0,,TOS2,1,6,61,No,208.6866359,32.975,38.7225,2.22215,13.84988,,,,,,,,,6881.441819,8080.868259,463.733008,2890.284865,,,,,,,,,1.006864734,1.049574282,0.973293955,1.471565668,0.996766957,,,,,,,,,1.05677933,0.979975359,1.481667575,1.003609496,,,,,,,,
96,60,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,60,600,No,263.5986842,31.0125,41.1325,3.164575,15.285735,,,,,,,,,8174.854194,10842.47288,834.1778061,4029.299633,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,60,601,No,366.5131579,29.8475,37.885,2.818091667,14.348855,,,,,,,,,10939.50148,13885.35099,1032.867676,5259.044158,,,,,,,,,1.390421045,0.962434502,0.921047833,0.890511891,0.938708868,,,,,,,,,1.338189186,1.280644291,1.238186474,1.305200565,,,,,,,,
97,61,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,61,610,No,175.0263158,25.0275,40.135,2.947058333,15.432245,,,,,,,,,4380.471119,7024.681185,515.8127625,2701.048987,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,61,611,No,258.9276316,22.895,33.6875,2.13075,13.213035,,,,,,,,,5928.148125,8722.62459,551.710051,3421.219859,,,,,,,,,1.479364005,0.914793727,0.839354678,0.723009102,0.856196555,,,,,,,,,1.353312912,1.241711098,1.069593642,1.266626365,,,,,,,,
98,62,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,62,620,No,138.1875,36.285,47.5125,3.207383333,17.129115,,,,,,,,,5014.133438,6565.633594,443.2202843,2367.029579,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,62,621,No,192.25,29.14,46.4525,2.487,16.747895,,,,,,,,,5602.165,8930.493125,478.12575,3219.782814,,,,,,,,,1.39122569,0.803086675,0.977690082,0.77539843,0.977744326,,,,,,,,,1.117274813,1.360187558,1.078754215,1.360263024,,,,,,,,
99,63,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,aCO2,Medium,50,0,,TOS1,0,63,630,No,256.6056432,34.03,41.36,2.685875,15.715465,,,,,,,,,8732.290038,10613.2094,689.2106819,4032.677005,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,eCO2,Medium,50,0,,TOS1,1,63,631,No,305.2589381,30.9775,35.7025,2.547383333,14.2511,,,,,,,,,9456.158755,10898.50724,777.6115312,4350.275653,,,,,,,,,1.189603371,0.910299736,0.86321325,0.948437039,0.906820129,,,,,,,,,1.082895634,1.026881391,1.128263899,1.078756282,,,,,,,,
100,64,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,aCO2,Medium,50,0,,TOS2,0,64,640,No,131.0263158,31.5225,47.375,2.815433333,17,,,,,,,,,4130.27704,6207.371711,368.895857,2227.447369,,,,,,,,,AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,eCO2,Medium,50,0,,TOS2,1,64,641,No,168.3651316,31.6375,47.4975,3.003458333,16.50265,,,,,,,,,5326.651851,7996.922838,505.6776575,2778.470839,,,,,,,,,1.284971882,1.003648188,1.002585752,1.06678368,0.970744118,,,,,,,,,1.289659701,1.288294501,1.370787033,1.247378896,,,,,,,,
101,65,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Clark,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,65,650,No,,42.825,80.65,,6.3975,0.58325,1.9825,3177.5,57.3,0.339,0.2575,32.875,12,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Clark,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,65,651,No,,43.725,79.45,,6.5925,0.59925,1.9825,3087.5,47.775,0.3305,0.245,32.25,12.375,,,,,,,,,,,,,,1.021015762,0.985120893,,1.030480657,1.02743249,1,0.971675846,0.833769634,0.974926254,0.951456311,0.980988593,1.03125,,,,,,,,,,,,
102,66,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Dwight,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,66,660,No,,41.1,76.05,,6.09,0.57475,1.96,3040,45.05,0.34725,0.2555,33.6,12.8,,,,,,,,,,,,,SoyFACE_Soy,Champaign_Illinois,2001,soybean,Dwight,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,66,661,No,,39.325,70.95,,6.105,0.56475,1.955,2985,48.55,0.3385,0.243,34.475,12.75,,,,,,,,,,,,,,0.956812652,0.932938856,,1.002463054,0.982601131,0.99744898,0.981907895,1.077691454,0.974802016,0.951076321,1.026041667,0.99609375,,,,,,,,,,,,
