,Row,Study,Data_Type,Location,Method,Portion_of_plant,Year.of.study,Crop,Elevated_CO2_Target_ppm,Elevated_CO2_Achieved_ppm,Ambient_CO2_ppm,FACE_ring_diameter_m,code,Level1,Level2,Level3,WateringRegime,Pptn,Irrign,TotH2O,NapplicnQ,Napplicn,TOS,Cultivar,potsfield,nightFACE,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,CO2treatment,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrL1WNTC,LocYrCrWNTC
643,410,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-217,4,13,A,Wet,187,60,247,Low,0,TOS_2,Gladius,field,,31.37,43.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.33,141.33,16.86,eCO2,Horsham__Australia 2009 wheat 4 13 A Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat Wet Low TOS_2 Gladius
644,464,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-271,4,16,A,Wet,187,60,247,Low,0,TOS_2,Gladius,field,,33.75,45.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.2,90.2,16.86,aCO2,Horsham__Australia 2009 wheat 4 16 A Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat Wet Low TOS_2 Gladius
645,202,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-009,1,1,L,Wet,187,60,247,Low,0,TOS_2,H45,field,,26.68,37.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.62,219.24,12.8,aCO2,Horsham__Australia 2009 wheat 1 1 L Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
646,229,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-036,1,2,X,Wet,187,60,247,Low,0,TOS_2,H45,field,,21.92,33.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.36,359.36,12.54,eCO2,Horsham__Australia 2009 wheat 1 2 X Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
647,270,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-077,2,5,E,Wet,187,60,247,Low,0,TOS_2,H45,field,,19.5,40.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,259.64,259.64,15.4,eCO2,Horsham__Australia 2009 wheat 2 5 E Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
648,336,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-143,2,8,W,Wet,187,60,247,Low,0,TOS_2,H45,field,,28.7,41.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.41,160.41,16.69,aCO2,Horsham__Australia 2009 wheat 2 8 W Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
649,357,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-164,3,10,B,Wet,187,60,247,Low,0,TOS_2,H45,field,,26.41,36.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.01,167.01,13.99,eCO2,Horsham__Australia 2009 wheat 3 10 B Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
650,383,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-190,3,11,M,Wet,187,60,247,Low,0,TOS_2,H45,field,,43.81,46.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.18,120.18,18.47,aCO2,Horsham__Australia 2009 wheat 3 11 M Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
651,413,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-220,4,13,E,Wet,187,60,247,Low,0,TOS_2,H45,field,,26.47,35.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.99,191.99,13.54,eCO2,Horsham__Australia 2009 wheat 4 13 E Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
652,465,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-272,4,16,B,Wet,187,60,247,Low,0,TOS_2,H45,field,,28.41,46.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.04,152.04,17.31,aCO2,Horsham__Australia 2009 wheat 4 16 B Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45
653,200,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-007,1,1,I,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,31.61,42.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.2,148.2,16.02,aCO2,Horsham__Australia 2009 wheat 1 1 I Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
654,224,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-031,1,2,P,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,25.96,37.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.93,269.93,12.31,eCO2,Horsham__Australia 2009 wheat 1 2 P Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
655,271,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-078,2,5,H,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,29.11,45.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.54,159.54,16.25,eCO2,Horsham__Australia 2009 wheat 2 5 H Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
656,334,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-141,2,8,T,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,32.85,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.05,93.05,16.82,aCO2,Horsham__Australia 2009 wheat 2 8 T Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
657,363,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-170,3,10,I,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,32.95,45.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.93,153.93,15.59,eCO2,Horsham__Australia 2009 wheat 3 10 I Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
658,386,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-193,3,11,P,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,43.94,43.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.2,120.2,16.17,aCO2,Horsham__Australia 2009 wheat 3 11 P Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
659,411,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-218,4,13,B,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,33.2,41.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.57,113.57,15.51,eCO2,Horsham__Australia 2009 wheat 4 13 B Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
660,470,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-277,4,16,I,Wet,187,60,247,Low,0,TOS_2,Hartog,field,,46.06,40.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.24,152.24,14.22,aCO2,Horsham__Australia 2009 wheat 4 16 I Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog
661,201,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-008,1,1,J,Wet,187,60,247,Low,0,TOS_2,Janz,field,,21.33,36.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,189.91,189.91,14.69,aCO2,Horsham__Australia 2009 wheat 1 1 J Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
662,227,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-034,1,2,U,Wet,187,60,247,Low,0,TOS_2,Janz,field,,25.17,29.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,373.51,373.51,11.77,eCO2,Horsham__Australia 2009 wheat 1 2 U Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
663,273,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-080,2,5,K,Wet,187,60,247,Low,0,TOS_2,Janz,field,,17.1,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,288.63,288.63,14.08,eCO2,Horsham__Australia 2009 wheat 2 5 K Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
664,330,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-137,2,8,O,Wet,187,60,247,Low,0,TOS_2,Janz,field,,27.93,42.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.99,168.99,16.64,aCO2,Horsham__Australia 2009 wheat 2 8 O Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
665,359,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-166,3,10,D,Wet,187,60,247,Low,0,TOS_2,Janz,field,,24.83,34.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.25,141.25,13.51,eCO2,Horsham__Australia 2009 wheat 3 10 D Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
666,385,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-192,3,11,O,Wet,187,60,247,Low,0,TOS_2,Janz,field,,21.71,42.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,15.16,aCO2,Horsham__Australia 2009 wheat 3 11 O Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
667,417,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-224,4,13,K,Wet,187,60,247,Low,0,TOS_2,Janz,field,,24.48,33.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.32,232.32,13.48,eCO2,Horsham__Australia 2009 wheat 4 13 K Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
668,466,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-273,4,16,C,Wet,187,60,247,Low,0,TOS_2,Janz,field,,29.14,39.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.21,141.21,15.25,aCO2,Horsham__Australia 2009 wheat 4 16 C Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz
669,195,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-002,1,1,B,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,38.24,51.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.2,162.2,17.66,aCO2,Horsham__Australia 2009 wheat 1 1 B Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
670,228,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-035,1,2,W,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,24.43,34.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,497.91,497.91,12.89,eCO2,Horsham__Australia 2009 wheat 1 2 W Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
671,274,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-081,2,5,L,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,18.73,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.09,287.09,16.03,eCO2,Horsham__Australia 2009 wheat 2 5 L Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
672,331,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-138,2,8,P,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,29.5,52.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.22,103.22,17.42,aCO2,Horsham__Australia 2009 wheat 2 8 P Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
673,364,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-171,3,10,L,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,34.35,47.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.84,207.84,15.56,eCO2,Horsham__Australia 2009 wheat 3 10 L Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
674,387,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-194,3,11,Q,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,43.17,47.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.46,117.46,17.57,aCO2,Horsham__Australia 2009 wheat 3 11 Q Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
675,414,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-221,4,13,H,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,27.25,42.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.96,206.96,14.37,eCO2,Horsham__Australia 2009 wheat 4 13 H Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
676,472,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-279,4,16,L,Wet,187,60,247,Low,0,TOS_2,Silverstar,field,,31.05,44.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.38,143.38,15.24,aCO2,Horsham__Australia 2009 wheat 4 16 L Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar
677,198,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-005,1,1,F,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,38.15,49.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.61,144.61,18.22,aCO2,Horsham__Australia 2009 wheat 1 1 F Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
678,222,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-029,1,2,N,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,23.65,38.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.95,387.95,13.54,eCO2,Horsham__Australia 2009 wheat 1 2 N Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
679,269,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-076,2,5,D,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,27.79,51.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.74,104.74,18.61,eCO2,Horsham__Australia 2009 wheat 2 5 D Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
680,333,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-140,2,8,R,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,32.59,48.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.74,117.74,17.74,aCO2,Horsham__Australia 2009 wheat 2 8 R Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
681,361,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-168,3,10,F,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,39.44,50.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.97,90.97,18.97,eCO2,Horsham__Australia 2009 wheat 3 10 F Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 10 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
682,389,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-196,3,11,V,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,31.39,46.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.82,185.82,17.05,aCO2,Horsham__Australia 2009 wheat 3 11 V Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
683,416,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-223,4,13,J,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,25.68,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.34,185.34,15.88,eCO2,Horsham__Australia 2009 wheat 4 13 J Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 13 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
684,471,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-278,4,16,J,Wet,187,60,247,Low,0,TOS_2,Yitpi,field,,43.01,45.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.59,104.59,15.51,aCO2,Horsham__Australia 2009 wheat 4 16 J Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi
685,194,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-001,1,1,A,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,31.33,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.25,175.25,17.69,aCO2,Horsham__Australia 2009 wheat 1 1 A Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 1 1 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
686,226,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-033,1,2,T,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,23.38,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,588.82,588.82,12.46,eCO2,Horsham__Australia 2009 wheat 1 2 T Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 1 2 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 1 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
687,272,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-079,2,5,I,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,18.35,44.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.14,240.14,16.36,eCO2,Horsham__Australia 2009 wheat 2 5 I Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 2 5 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
688,332,AGFACE_Australia_Wheat,PrimaryData_RawData,Horsham__Australia,FACE,grain,2009,wheat,550,NA,380,12m,2009-139,2,8,Q,Wet,187,60,247,Low,0,TOS_2,Zebu,field,,28.64,50.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.96,157.96,17.74,aCO2,Horsham__Australia 2009 wheat 2 8 Q Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 2 8 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 2 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu
